kind,seed,panel,unit_row,column,lap,phase_bin,value
trained,2,globalnorm,56,78,2,38,0.42436
trained,2,globalnorm,56,79,2,39,0.42538
trained,2,globalnorm,56,80,3,0,0.40672
trained,2,globalnorm,56,81,3,1,0.39802
trained,2,globalnorm,56,82,3,2,0.38536
trained,2,globalnorm,56,83,3,3,0.37273
trained,2,globalnorm,56,84,3,4,0.35901
trained,2,globalnorm,56,85,3,5,0.34432
trained,2,globalnorm,56,86,3,6,0.32812
trained,2,globalnorm,56,87,3,7,0.3136
trained,2,globalnorm,56,88,3,8,0.2985
trained,2,globalnorm,56,89,3,9,0.28369
trained,2,globalnorm,56,90,3,10,0.27019
trained,2,globalnorm,56,91,3,11,0.25535
trained,2,globalnorm,56,92,3,12,0.24103
trained,2,globalnorm,56,93,3,13,0.22542
trained,2,globalnorm,56,94,3,14,0.21134
trained,2,globalnorm,56,95,3,15,0.19801
trained,2,globalnorm,56,96,3,16,0.18404
trained,2,globalnorm,56,97,3,17,0.1701
trained,2,globalnorm,56,98,3,18,0.15632
trained,2,globalnorm,56,99,3,19,0.14298
trained,2,globalnorm,56,100,3,20,0.12644
trained,2,globalnorm,56,101,3,21,0.10968
trained,2,globalnorm,56,102,3,22,0.09484
trained,2,globalnorm,56,103,3,23,0.07868
trained,2,globalnorm,56,104,3,24,0.06182
trained,2,globalnorm,56,105,3,25,0.04571
trained,2,globalnorm,56,106,3,26,0.03096
trained,2,globalnorm,56,107,3,27,0.01587
trained,2,globalnorm,56,108,3,28,-0.00142
trained,2,globalnorm,56,109,3,29,-0.01827
trained,2,globalnorm,56,110,3,30,-0.03747
trained,2,globalnorm,56,111,3,31,-0.05438
trained,2,globalnorm,56,112,3,32,-0.06889
trained,2,globalnorm,56,113,3,33,-0.08581
trained,2,globalnorm,56,114,3,34,-0.10363
trained,2,globalnorm,56,115,3,35,-0.12219
trained,2,globalnorm,56,116,3,36,-0.14114
trained,2,globalnorm,56,117,3,37,-0.1581
trained,2,globalnorm,56,118,3,38,-0.17489
trained,2,globalnorm,56,119,3,39,-0.183
trained,2,globalnorm,56,120,4,0,-0.20597
trained,2,globalnorm,56,121,4,1,-0.21321
trained,2,globalnorm,56,122,4,2,-0.23271
trained,2,globalnorm,56,123,4,3,-0.25288
trained,2,globalnorm,56,124,4,4,-0.27159
trained,2,globalnorm,56,125,4,5,-0.29119
trained,2,globalnorm,56,126,4,6,-0.30842
trained,2,globalnorm,56,127,4,7,-0.32676
trained,2,globalnorm,56,128,4,8,-0.34703
trained,2,globalnorm,56,129,4,9,-0.36527
trained,2,globalnorm,56,130,4,10,-0.38622
trained,2,globalnorm,56,131,4,11,-0.40766
trained,2,globalnorm,56,132,4,12,-0.42614
trained,2,globalnorm,56,133,4,13,-0.44793
trained,2,globalnorm,56,134,4,14,-0.46999
trained,2,globalnorm,56,135,4,15,-0.48946
trained,2,globalnorm,56,136,4,16,-0.50698
trained,2,globalnorm,56,137,4,17,-0.52603
trained,2,globalnorm,56,138,4,18,-0.54408
trained,2,globalnorm,56,139,4,19,-0.56174
trained,2,globalnorm,56,140,4,20,-0.58127
trained,2,globalnorm,56,141,4,21,-0.60421
trained,2,globalnorm,56,142,4,22,-0.62439
trained,2,globalnorm,56,143,4,23,-0.64458
trained,2,globalnorm,56,144,4,24,-0.66768
trained,2,globalnorm,56,145,4,25,-0.6922
trained,2,globalnorm,56,146,4,26,-0.71728
trained,2,globalnorm,56,147,4,27,-0.73923
trained,2,globalnorm,56,148,4,28,-0.76358
trained,2,globalnorm,56,149,4,29,-0.78789
trained,2,globalnorm,56,150,4,30,-0.81347
trained,2,globalnorm,56,151,4,31,-0.84082
trained,2,globalnorm,56,152,4,32,-0.86653
trained,2,globalnorm,56,153,4,33,-0.89094
trained,2,globalnorm,56,154,4,34,-0.91134
trained,2,globalnorm,56,155,4,35,-0.93123
trained,2,globalnorm,56,156,4,36,-0.95212
trained,2,globalnorm,56,157,4,37,-0.97229
trained,2,globalnorm,56,158,4,38,-0.99018
trained,2,globalnorm,56,159,4,39,-1.0
trained,2,globalnorm,57,0,1,0,0.95053
trained,2,globalnorm,57,1,1,1,0.9501
trained,2,globalnorm,57,2,1,2,0.94904
trained,2,globalnorm,57,3,1,3,0.94761
trained,2,globalnorm,57,4,1,4,0.94598
trained,2,globalnorm,57,5,1,5,0.94399
trained,2,globalnorm,57,6,1,6,0.94183
trained,2,globalnorm,57,7,1,7,0.93948
trained,2,globalnorm,57,8,1,8,0.9363
trained,2,globalnorm,57,9,1,9,0.93321
trained,2,globalnorm,57,10,1,10,0.93011
trained,2,globalnorm,57,11,1,11,0.92649
trained,2,globalnorm,57,12,1,12,0.92308
trained,2,globalnorm,57,13,1,13,0.91919
trained,2,globalnorm,57,14,1,14,0.91508
trained,2,globalnorm,57,15,1,15,0.91086
trained,2,globalnorm,57,16,1,16,0.90657
trained,2,globalnorm,57,17,1,17,0.90221
trained,2,globalnorm,57,18,1,18,0.89662
trained,2,globalnorm,57,19,1,19,0.89133
trained,2,globalnorm,57,20,1,20,0.88611
trained,2,globalnorm,57,21,1,21,0.88061
trained,2,globalnorm,57,22,1,22,0.87457
trained,2,globalnorm,57,23,1,23,0.86849
trained,2,globalnorm,57,24,1,24,0.86266
trained,2,globalnorm,57,25,1,25,0.8568
trained,2,globalnorm,57,26,1,26,0.85097
trained,2,globalnorm,57,27,1,27,0.84457
trained,2,globalnorm,57,28,1,28,0.83674
trained,2,globalnorm,57,29,1,29,0.82838
trained,2,globalnorm,57,30,1,30,0.82084
trained,2,globalnorm,57,31,1,31,0.81303
trained,2,globalnorm,57,32,1,32,0.80349
trained,2,globalnorm,57,33,1,33,0.79052
trained,2,globalnorm,57,34,1,34,0.7798
trained,2,globalnorm,57,35,1,35,0.77205
trained,2,globalnorm,57,36,1,36,0.76314
trained,2,globalnorm,57,37,1,37,0.76313
trained,2,globalnorm,57,38,1,38,0.78501
trained,2,globalnorm,57,39,1,39,0.95678
trained,2,globalnorm,57,40,2,0,1.0
trained,2,globalnorm,57,41,2,1,0.99581
trained,2,globalnorm,57,42,2,2,0.98776
trained,2,globalnorm,57,43,2,3,0.97762
trained,2,globalnorm,57,44,2,4,0.96827
trained,2,globalnorm,57,45,2,5,0.9577
trained,2,globalnorm,57,46,2,6,0.94483
trained,2,globalnorm,57,47,2,7,0.93327
trained,2,globalnorm,57,48,2,8,0.9223
trained,2,globalnorm,57,49,2,9,0.91042
trained,2,globalnorm,57,50,2,10,0.89686
trained,2,globalnorm,57,51,2,11,0.88296
trained,2,globalnorm,57,52,2,12,0.87091
trained,2,globalnorm,57,53,2,13,0.85923
trained,2,globalnorm,57,54,2,14,0.84707
trained,2,globalnorm,57,55,2,15,0.8345
trained,2,globalnorm,57,56,2,16,0.82243
trained,2,globalnorm,57,57,2,17,0.80911
trained,2,globalnorm,57,58,2,18,0.79507
trained,2,globalnorm,57,59,2,19,0.78132
trained,2,globalnorm,57,60,2,20,0.76571
trained,2,globalnorm,57,61,2,21,0.74919
trained,2,globalnorm,57,62,2,22,0.7335
trained,2,globalnorm,57,63,2,23,0.71927
trained,2,globalnorm,57,64,2,24,0.7025
trained,2,globalnorm,57,65,2,25,0.67934
trained,2,globalnorm,57,66,2,26,0.6584
trained,2,globalnorm,57,67,2,27,0.64188
trained,2,globalnorm,57,68,2,28,0.62381
trained,2,globalnorm,57,69,2,29,0.60699
trained,2,globalnorm,57,70,2,30,0.59164
trained,2,globalnorm,57,71,2,31,0.57621
trained,2,globalnorm,57,72,2,32,0.55929
trained,2,globalnorm,57,73,2,33,0.54086
trained,2,globalnorm,57,74,2,34,0.52519
trained,2,globalnorm,57,75,2,35,0.51069
trained,2,globalnorm,57,76,2,36,0.49313
trained,2,globalnorm,57,77,2,37,0.47678
trained,2,globalnorm,57,78,2,38,0.48454
trained,2,globalnorm,57,79,2,39,0.65917
trained,2,globalnorm,57,80,3,0,0.6864
trained,2,globalnorm,57,81,3,1,0.67428
trained,2,globalnorm,57,82,3,2,0.65736
trained,2,globalnorm,57,83,3,3,0.64083
trained,2,globalnorm,57,84,3,4,0.62286
trained,2,globalnorm,57,85,3,5,0.60351
trained,2,globalnorm,57,86,3,6,0.58204
trained,2,globalnorm,57,87,3,7,0.56284
trained,2,globalnorm,57,88,3,8,0.54292
trained,2,globalnorm,57,89,3,9,0.52334
trained,2,globalnorm,57,90,3,10,0.50547
trained,2,globalnorm,57,91,3,11,0.48565
trained,2,globalnorm,57,92,3,12,0.46658
trained,2,globalnorm,57,93,3,13,0.44577
trained,2,globalnorm,57,94,3,14,0.42694
trained,2,globalnorm,57,95,3,15,0.40911
trained,2,globalnorm,57,96,3,16,0.39046
trained,2,globalnorm,57,97,3,17,0.37175
trained,2,globalnorm,57,98,3,18,0.35319
trained,2,globalnorm,57,99,3,19,0.33502
trained,2,globalnorm,57,100,3,20,0.31237
trained,2,globalnorm,57,101,3,21,0.28953
trained,2,globalnorm,57,102,3,22,0.26928
trained,2,globalnorm,57,103,3,23,0.24704
trained,2,globalnorm,57,104,3,24,0.22384
trained,2,globalnorm,57,105,3,25,0.20172
trained,2,globalnorm,57,106,3,26,0.18146
trained,2,globalnorm,57,107,3,27,0.1607
trained,2,globalnorm,57,108,3,28,0.13666
trained,2,globalnorm,57,109,3,29,0.11304
trained,2,globalnorm,57,110,3,30,0.08609
trained,2,globalnorm,57,111,3,31,0.06245
trained,2,globalnorm,57,112,3,32,0.04236
trained,2,globalnorm,57,113,3,33,0.01888
trained,2,globalnorm,57,114,3,34,-0.00625
trained,2,globalnorm,57,115,3,35,-0.03254
trained,2,globalnorm,57,116,3,36,-0.05927
trained,2,globalnorm,57,117,3,37,-0.07307
trained,2,globalnorm,57,118,3,38,-0.07375
trained,2,globalnorm,57,119,3,39,0.08235
trained,2,globalnorm,57,120,4,0,0.09916
trained,2,globalnorm,57,121,4,1,0.08931
trained,2,globalnorm,57,122,4,2,0.06208
trained,2,globalnorm,57,123,4,3,0.03401
trained,2,globalnorm,57,124,4,4,0.00814
trained,2,globalnorm,57,125,4,5,-0.01905
trained,2,globalnorm,57,126,4,6,-0.04281
trained,2,globalnorm,57,127,4,7,-0.06826
trained,2,globalnorm,57,128,4,8,-0.09644
trained,2,globalnorm,57,129,4,9,-0.12176
trained,2,globalnorm,57,130,4,10,-0.15138
trained,2,globalnorm,57,131,4,11,-0.18165
trained,2,globalnorm,57,132,4,12,-0.20757
trained,2,globalnorm,57,133,4,13,-0.23869
trained,2,globalnorm,57,134,4,14,-0.27048
trained,2,globalnorm,57,135,4,15,-0.29818
trained,2,globalnorm,57,136,4,16,-0.32292
trained,2,globalnorm,57,137,4,17,-0.34995
trained,2,globalnorm,57,138,4,18,-0.3756
trained,2,globalnorm,57,139,4,19,-0.4007
trained,2,globalnorm,57,140,4,20,-0.42849
trained,2,globalnorm,57,141,4,21,-0.46128
trained,2,globalnorm,57,142,4,22,-0.49015
trained,2,globalnorm,57,143,4,23,-0.5192
trained,2,globalnorm,57,144,4,24,-0.55286
trained,2,globalnorm,57,145,4,25,-0.58858
trained,2,globalnorm,57,146,4,26,-0.62534
trained,2,globalnorm,57,147,4,27,-0.65763
trained,2,globalnorm,57,148,4,28,-0.69286
trained,2,globalnorm,57,149,4,29,-0.72822
trained,2,globalnorm,57,150,4,30,-0.76589
trained,2,globalnorm,57,151,4,31,-0.80682
trained,2,globalnorm,57,152,4,32,-0.84543
trained,2,globalnorm,57,153,4,33,-0.88214
trained,2,globalnorm,57,154,4,34,-0.91239
trained,2,globalnorm,57,155,4,35,-0.94186
trained,2,globalnorm,57,156,4,36,-0.97279
trained,2,globalnorm,57,157,4,37,-0.9957
trained,2,globalnorm,57,158,4,38,-1.0
trained,2,globalnorm,57,159,4,39,-0.85328
trained,2,globalnorm,58,0,1,0,-0.99606
trained,2,globalnorm,58,1,1,1,-0.9986
trained,2,globalnorm,58,2,1,2,-1.0
trained,2,globalnorm,58,3,1,3,-0.99752
trained,2,globalnorm,58,4,1,4,-0.99266
trained,2,globalnorm,58,5,1,5,-0.98412
trained,2,globalnorm,58,6,1,6,-0.97342
trained,2,globalnorm,58,7,1,7,-0.95888
trained,2,globalnorm,58,8,1,8,-0.93408
trained,2,globalnorm,58,9,1,9,-0.91018
trained,2,globalnorm,58,10,1,10,-0.8861
trained,2,globalnorm,58,11,1,11,-0.85694
trained,2,globalnorm,58,12,1,12,-0.83162
trained,2,globalnorm,58,13,1,13,-0.8007
trained,2,globalnorm,58,14,1,14,-0.768
trained,2,globalnorm,58,15,1,15,-0.73179
trained,2,globalnorm,58,16,1,16,-0.69744
trained,2,globalnorm,58,17,1,17,-0.66097
trained,2,globalnorm,58,18,1,18,-0.61029
trained,2,globalnorm,58,19,1,19,-0.5631
trained,2,globalnorm,58,20,1,20,-0.51898
trained,2,globalnorm,58,21,1,21,-0.47317
trained,2,globalnorm,58,22,1,22,-0.42101
trained,2,globalnorm,58,23,1,23,-0.3708
trained,2,globalnorm,58,24,1,24,-0.32324
trained,2,globalnorm,58,25,1,25,-0.27627
trained,2,globalnorm,58,26,1,26,-0.23004
trained,2,globalnorm,58,27,1,27,-0.17977
trained,2,globalnorm,58,28,1,28,-0.11903
trained,2,globalnorm,58,29,1,29,-0.05605
trained,2,globalnorm,58,30,1,30,-0.00322
trained,2,globalnorm,58,31,1,31,0.05225
trained,2,globalnorm,58,32,1,32,0.11378
trained,2,globalnorm,58,33,1,33,0.19739
trained,2,globalnorm,58,34,1,34,0.25144
trained,2,globalnorm,58,35,1,35,0.29488
trained,2,globalnorm,58,36,1,36,0.34338
trained,2,globalnorm,58,37,1,37,0.37702
trained,2,globalnorm,58,38,1,38,0.38384
trained,2,globalnorm,58,39,1,39,0.16134
trained,2,globalnorm,58,40,2,0,0.12673
trained,2,globalnorm,58,41,2,1,0.14331
trained,2,globalnorm,58,42,2,2,0.17364
trained,2,globalnorm,58,43,2,3,0.20331
trained,2,globalnorm,58,44,2,4,0.23361
trained,2,globalnorm,58,45,2,5,0.27059
trained,2,globalnorm,58,46,2,6,0.29886
trained,2,globalnorm,58,47,2,7,0.32855
trained,2,globalnorm,58,48,2,8,0.36272
trained,2,globalnorm,58,49,2,9,0.40059
trained,2,globalnorm,58,50,2,10,0.43158
trained,2,globalnorm,58,51,2,11,0.4559
trained,2,globalnorm,58,52,2,12,0.48761
trained,2,globalnorm,58,53,2,13,0.5224
trained,2,globalnorm,58,54,2,14,0.55705
trained,2,globalnorm,58,55,2,15,0.58627
trained,2,globalnorm,58,56,2,16,0.60925
trained,2,globalnorm,58,57,2,17,0.65093
trained,2,globalnorm,58,58,2,18,0.68569
trained,2,globalnorm,58,59,2,19,0.7105
trained,2,globalnorm,58,60,2,20,0.72833
trained,2,globalnorm,58,61,2,21,0.73907
trained,2,globalnorm,58,62,2,22,0.76459
trained,2,globalnorm,58,63,2,23,0.78876
trained,2,globalnorm,58,64,2,24,0.82404
trained,2,globalnorm,58,65,2,25,0.8635
trained,2,globalnorm,58,66,2,26,0.89436
trained,2,globalnorm,58,67,2,27,0.91285
trained,2,globalnorm,58,68,2,28,0.92453
trained,2,globalnorm,58,69,2,29,0.93465
trained,2,globalnorm,58,70,2,30,0.95022
trained,2,globalnorm,58,71,2,31,0.97073
trained,2,globalnorm,58,72,2,32,0.97623
trained,2,globalnorm,58,73,2,33,0.97933
trained,2,globalnorm,58,74,2,34,0.98668
trained,2,globalnorm,58,75,2,35,0.99369
trained,2,globalnorm,58,76,2,36,1.0
trained,2,globalnorm,58,77,2,37,0.98773
trained,2,globalnorm,58,78,2,38,0.94119
trained,2,globalnorm,58,79,2,39,0.64456
trained,2,globalnorm,58,80,3,0,0.51432
trained,2,globalnorm,58,81,3,1,0.50923
trained,2,globalnorm,58,82,3,2,0.50042
trained,2,globalnorm,58,83,3,3,0.48581
trained,2,globalnorm,58,84,3,4,0.47187
trained,2,globalnorm,58,85,3,5,0.45458
trained,2,globalnorm,58,86,3,6,0.43083
trained,2,globalnorm,58,87,3,7,0.40983
trained,2,globalnorm,58,88,3,8,0.40687
trained,2,globalnorm,58,89,3,9,0.40085
trained,2,globalnorm,58,90,3,10,0.39661
trained,2,globalnorm,58,91,3,11,0.38878
trained,2,globalnorm,58,92,3,12,0.3772
trained,2,globalnorm,58,93,3,13,0.36417
trained,2,globalnorm,58,94,3,14,0.35066
trained,2,globalnorm,58,95,3,15,0.34123
trained,2,globalnorm,58,96,3,16,0.33558
trained,2,globalnorm,58,97,3,17,0.32354
trained,2,globalnorm,58,98,3,18,0.31235
trained,2,globalnorm,58,99,3,19,0.30051
trained,2,globalnorm,58,100,3,20,0.29086
trained,2,globalnorm,58,101,3,21,0.28026
trained,2,globalnorm,58,102,3,22,0.2671
trained,2,globalnorm,58,103,3,23,0.25733
trained,2,globalnorm,58,104,3,24,0.24886
trained,2,globalnorm,58,105,3,25,0.23758
trained,2,globalnorm,58,106,3,26,0.23148
trained,2,globalnorm,58,107,3,27,0.23073
trained,2,globalnorm,58,108,3,28,0.22389
trained,2,globalnorm,58,109,3,29,0.21568
trained,2,globalnorm,58,110,3,30,0.20505
trained,2,globalnorm,58,111,3,31,0.2006
trained,2,globalnorm,58,112,3,32,0.20066
trained,2,globalnorm,58,113,3,33,0.19826
trained,2,globalnorm,58,114,3,34,0.19698
trained,2,globalnorm,58,115,3,35,0.20484
trained,2,globalnorm,58,116,3,36,0.21501
trained,2,globalnorm,58,117,3,37,0.20399
trained,2,globalnorm,58,118,3,38,0.16821
trained,2,globalnorm,58,119,3,39,-0.11045
trained,2,globalnorm,58,120,4,0,-0.20108
trained,2,globalnorm,58,121,4,1,-0.20389
trained,2,globalnorm,58,122,4,2,-0.20604
trained,2,globalnorm,58,123,4,3,-0.21835
trained,2,globalnorm,58,124,4,4,-0.22846
trained,2,globalnorm,58,125,4,5,-0.23374
trained,2,globalnorm,58,126,4,6,-0.23774
trained,2,globalnorm,58,127,4,7,-0.24287
trained,2,globalnorm,58,128,4,8,-0.24666
trained,2,globalnorm,58,129,4,9,-0.25014
trained,2,globalnorm,58,130,4,10,-0.24344
trained,2,globalnorm,58,131,4,11,-0.228
trained,2,globalnorm,58,132,4,12,-0.21737
trained,2,globalnorm,58,133,4,13,-0.21954
trained,2,globalnorm,58,134,4,14,-0.21955
trained,2,globalnorm,58,135,4,15,-0.19327
trained,2,globalnorm,58,136,4,16,-0.17616
trained,2,globalnorm,58,137,4,17,-0.15363
trained,2,globalnorm,58,138,4,18,-0.14449
trained,2,globalnorm,58,139,4,19,-0.14084
trained,2,globalnorm,58,140,4,20,-0.11965
trained,2,globalnorm,58,141,4,21,-0.09552
trained,2,globalnorm,58,142,4,22,-0.0804
trained,2,globalnorm,58,143,4,23,-0.05844
trained,2,globalnorm,58,144,4,24,-0.01968
trained,2,globalnorm,58,145,4,25,0.01461
trained,2,globalnorm,58,146,4,26,0.03975
trained,2,globalnorm,58,147,4,27,0.06282
trained,2,globalnorm,58,148,4,28,0.09639
trained,2,globalnorm,58,149,4,29,0.11826
trained,2,globalnorm,58,150,4,30,0.14978
trained,2,globalnorm,58,151,4,31,0.17483
trained,2,globalnorm,58,152,4,32,0.19708
trained,2,globalnorm,58,153,4,33,0.22655
trained,2,globalnorm,58,154,4,34,0.2533
trained,2,globalnorm,58,155,4,35,0.27825
trained,2,globalnorm,58,156,4,36,0.3025
trained,2,globalnorm,58,157,4,37,0.321
trained,2,globalnorm,58,158,4,38,0.31358
trained,2,globalnorm,58,159,4,39,0.06699
trained,2,globalnorm,59,0,1,0,-1.0
trained,2,globalnorm,59,1,1,1,-0.99956
trained,2,globalnorm,59,2,1,2,-0.99783
trained,2,globalnorm,59,3,1,3,-0.99494
trained,2,globalnorm,59,4,1,4,-0.99139
trained,2,globalnorm,59,5,1,5,-0.98673
trained,2,globalnorm,59,6,1,6,-0.98148
trained,2,globalnorm,59,7,1,7,-0.97539
trained,2,globalnorm,59,8,1,8,-0.96649
trained,2,globalnorm,59,9,1,9,-0.95784
trained,2,globalnorm,59,10,1,10,-0.94919
trained,2,globalnorm,59,11,1,11,-0.93888
trained,2,globalnorm,59,12,1,12,-0.92946
trained,2,globalnorm,59,13,1,13,-0.91842
trained,2,globalnorm,59,14,1,14,-0.90672
trained,2,globalnorm,59,15,1,15,-0.89442
trained,2,globalnorm,59,16,1,16,-0.88218
trained,2,globalnorm,59,17,1,17,-0.86959
trained,2,globalnorm,59,18,1,18,-0.85288
trained,2,globalnorm,59,19,1,19,-0.83712
trained,2,globalnorm,59,20,1,20,-0.82188
trained,2,globalnorm,59,21,1,21,-0.80595
trained,2,globalnorm,59,22,1,22,-0.78817
trained,2,globalnorm,59,23,1,23,-0.77049
trained,2,globalnorm,59,24,1,24,-0.75364
trained,2,globalnorm,59,25,1,25,-0.73683
trained,2,globalnorm,59,26,1,26,-0.72017
trained,2,globalnorm,59,27,1,27,-0.7019
trained,2,globalnorm,59,28,1,28,-0.67959
trained,2,globalnorm,59,29,1,29,-0.65594
trained,2,globalnorm,59,30,1,30,-0.63511
trained,2,globalnorm,59,31,1,31,-0.61345
trained,2,globalnorm,59,32,1,32,-0.58772
trained,2,globalnorm,59,33,1,33,-0.55262
trained,2,globalnorm,59,34,1,34,-0.52559
trained,2,globalnorm,59,35,1,35,-0.50567
trained,2,globalnorm,59,36,1,36,-0.483
trained,2,globalnorm,59,37,1,37,-0.4634
trained,2,globalnorm,59,38,1,38,-0.44788
trained,2,globalnorm,59,39,1,39,-0.47936
trained,2,globalnorm,59,40,2,0,-0.46074
trained,2,globalnorm,59,41,2,1,-0.44805
trained,2,globalnorm,59,42,2,2,-0.4246
trained,2,globalnorm,59,43,2,3,-0.39666
trained,2,globalnorm,59,44,2,4,-0.37031
trained,2,globalnorm,59,45,2,5,-0.34079
trained,2,globalnorm,59,46,2,6,-0.30825
trained,2,globalnorm,59,47,2,7,-0.27833
trained,2,globalnorm,59,48,2,8,-0.24929
trained,2,globalnorm,59,49,2,9,-0.21802
trained,2,globalnorm,59,50,2,10,-0.18487
trained,2,globalnorm,59,51,2,11,-0.15264
trained,2,globalnorm,59,52,2,12,-0.12303
trained,2,globalnorm,59,53,2,13,-0.09395
trained,2,globalnorm,59,54,2,14,-0.06426
trained,2,globalnorm,59,55,2,15,-0.03507
trained,2,globalnorm,59,56,2,16,-0.00879
trained,2,globalnorm,59,57,2,17,0.02322
trained,2,globalnorm,59,58,2,18,0.05483
trained,2,globalnorm,59,59,2,19,0.0839
trained,2,globalnorm,59,60,2,20,0.11485
trained,2,globalnorm,59,61,2,21,0.14344
trained,2,globalnorm,59,62,2,22,0.1695
trained,2,globalnorm,59,63,2,23,0.1947
trained,2,globalnorm,59,64,2,24,0.22832
trained,2,globalnorm,59,65,2,25,0.2717
trained,2,globalnorm,59,66,2,26,0.31143
trained,2,globalnorm,59,67,2,27,0.34043
trained,2,globalnorm,59,68,2,28,0.36913
trained,2,globalnorm,59,69,2,29,0.39292
trained,2,globalnorm,59,70,2,30,0.41681
trained,2,globalnorm,59,71,2,31,0.44202
trained,2,globalnorm,59,72,2,32,0.46596
trained,2,globalnorm,59,73,2,33,0.48842
trained,2,globalnorm,59,74,2,34,0.50961
trained,2,globalnorm,59,75,2,35,0.52815
trained,2,globalnorm,59,76,2,36,0.55136
trained,2,globalnorm,59,77,2,37,0.57346
trained,2,globalnorm,59,78,2,38,0.58135
trained,2,globalnorm,59,79,2,39,0.53744
trained,2,globalnorm,59,80,3,0,0.55146
trained,2,globalnorm,59,81,3,1,0.55228
trained,2,globalnorm,59,82,3,2,0.56636
trained,2,globalnorm,59,83,3,3,0.58669
trained,2,globalnorm,59,84,3,4,0.61003
trained,2,globalnorm,59,85,3,5,0.63414
trained,2,globalnorm,59,86,3,6,0.65744
trained,2,globalnorm,59,87,3,7,0.67757
trained,2,globalnorm,59,88,3,8,0.70273
trained,2,globalnorm,59,89,3,9,0.72517
trained,2,globalnorm,59,90,3,10,0.74401
trained,2,globalnorm,59,91,3,11,0.76232
trained,2,globalnorm,59,92,3,12,0.78115
trained,2,globalnorm,59,93,3,13,0.80347
trained,2,globalnorm,59,94,3,14,0.82067
trained,2,globalnorm,59,95,3,15,0.83621
trained,2,globalnorm,59,96,3,16,0.85317
trained,2,globalnorm,59,97,3,17,0.86769
trained,2,globalnorm,59,98,3,18,0.88092
trained,2,globalnorm,59,99,3,19,0.89099
trained,2,globalnorm,59,100,3,20,0.90243
trained,2,globalnorm,59,101,3,21,0.91385
trained,2,globalnorm,59,102,3,22,0.92429
trained,2,globalnorm,59,103,3,23,0.93452
trained,2,globalnorm,59,104,3,24,0.94611
trained,2,globalnorm,59,105,3,25,0.95635
trained,2,globalnorm,59,106,3,26,0.96434
trained,2,globalnorm,59,107,3,27,0.97266
trained,2,globalnorm,59,108,3,28,0.98003
trained,2,globalnorm,59,109,3,29,0.98328
trained,2,globalnorm,59,110,3,30,0.98685
trained,2,globalnorm,59,111,3,31,0.98884
trained,2,globalnorm,59,112,3,32,0.99391
trained,2,globalnorm,59,113,3,33,1.0
trained,2,globalnorm,59,114,3,34,0.99998
trained,2,globalnorm,59,115,3,35,0.99739
trained,2,globalnorm,59,116,3,36,0.99656
trained,2,globalnorm,59,117,3,37,0.99209
trained,2,globalnorm,59,118,3,38,0.98216
trained,2,globalnorm,59,119,3,39,0.91243
trained,2,globalnorm,59,120,4,0,0.89097
trained,2,globalnorm,59,121,4,1,0.89121
trained,2,globalnorm,59,122,4,2,0.88402
trained,2,globalnorm,59,123,4,3,0.87788
trained,2,globalnorm,59,124,4,4,0.87462
trained,2,globalnorm,59,125,4,5,0.86792
trained,2,globalnorm,59,126,4,6,0.86664
trained,2,globalnorm,59,127,4,7,0.86359
trained,2,globalnorm,59,128,4,8,0.86073
trained,2,globalnorm,59,129,4,9,0.8583
trained,2,globalnorm,59,130,4,10,0.84974
trained,2,globalnorm,59,131,4,11,0.83944
trained,2,globalnorm,59,132,4,12,0.83383
trained,2,globalnorm,59,133,4,13,0.82566
trained,2,globalnorm,59,134,4,14,0.81261
trained,2,globalnorm,59,135,4,15,0.80108
trained,2,globalnorm,59,136,4,16,0.79363
trained,2,globalnorm,59,137,4,17,0.78504
trained,2,globalnorm,59,138,4,18,0.77514
trained,2,globalnorm,59,139,4,19,0.76464
trained,2,globalnorm,59,140,4,20,0.75459
trained,2,globalnorm,59,141,4,21,0.74191
trained,2,globalnorm,59,142,4,22,0.72995
trained,2,globalnorm,59,143,4,23,0.71775
trained,2,globalnorm,59,144,4,24,0.7015
trained,2,globalnorm,59,145,4,25,0.68433
trained,2,globalnorm,59,146,4,26,0.66746
trained,2,globalnorm,59,147,4,27,0.65213
trained,2,globalnorm,59,148,4,28,0.63674
trained,2,globalnorm,59,149,4,29,0.61747
trained,2,globalnorm,59,150,4,30,0.59114
trained,2,globalnorm,59,151,4,31,0.56131
trained,2,globalnorm,59,152,4,32,0.53581
trained,2,globalnorm,59,153,4,33,0.51227
trained,2,globalnorm,59,154,4,34,0.49239
trained,2,globalnorm,59,155,4,35,0.47305
trained,2,globalnorm,59,156,4,36,0.45233
trained,2,globalnorm,59,157,4,37,0.42793
trained,2,globalnorm,59,158,4,38,0.40173
trained,2,globalnorm,59,159,4,39,0.31751
trained,2,globalnorm,60,0,1,0,0.09348
trained,2,globalnorm,60,1,1,1,-0.14555
trained,2,globalnorm,60,2,1,2,-0.5527
trained,2,globalnorm,60,3,1,3,-0.70893
trained,2,globalnorm,60,4,1,4,-0.63725
trained,2,globalnorm,60,5,1,5,-0.48847
trained,2,globalnorm,60,6,1,6,-0.53997
trained,2,globalnorm,60,7,1,7,-0.65492
trained,2,globalnorm,60,8,1,8,-0.66226
trained,2,globalnorm,60,9,1,9,-0.63951
trained,2,globalnorm,60,10,1,10,-0.53495
