D_train,D_test,ratio,mode,phase,base_seed,acc_pct_mean_over_retime_seeds,n_retime_seeds
30,160,5.3333,hippo,transfer,6,63.817,3
30,160,5.3333,hippo,transfer,7,34.183,3
30,160,5.3333,hippo,transfer,8,48.3,3
30,160,5.3333,hippo,transfer,9,43.8,3
30,160,5.3333,hippo,transfer,72,49.283,3
30,160,5.3333,rand_complex,recovery,1,33.583,3
30,160,5.3333,rand_complex,recovery,2,45.767,3
30,160,5.3333,rand_complex,recovery,3,34.25,3
30,160,5.3333,rand_complex,recovery,4,36.483,3
30,160,5.3333,rand_complex,recovery,5,33.6,3
30,160,5.3333,rand_complex,recovery,6,48.033,3
30,160,5.3333,rand_complex,recovery,7,53.983,3
30,160,5.3333,rand_complex,recovery,8,50.133,3
30,160,5.3333,rand_complex,recovery,9,35.167,3
30,160,5.3333,rand_complex,recovery,72,34.867,3
30,160,5.3333,rand_complex,transfer,1,35.1,3
30,160,5.3333,rand_complex,transfer,2,34.883,3
30,160,5.3333,rand_complex,transfer,3,34.567,3
30,160,5.3333,rand_complex,transfer,4,30.617,3
30,160,5.3333,rand_complex,transfer,5,34.167,3
30,160,5.3333,rand_complex,transfer,6,33.217,3
30,160,5.3333,rand_complex,transfer,7,34.617,3
30,160,5.3333,rand_complex,transfer,8,37.55,3
30,160,5.3333,rand_complex,transfer,9,33.633,3
30,160,5.3333,rand_complex,transfer,72,34.183,3
30,170,5.6667,hippo,recovery,1,42.367,3
30,170,5.6667,hippo,recovery,2,70.617,3
30,170,5.6667,hippo,recovery,3,65.05,3
30,170,5.6667,hippo,recovery,4,45.7,3
30,170,5.6667,hippo,recovery,5,60.2,3
30,170,5.6667,hippo,recovery,6,68.95,3
30,170,5.6667,hippo,recovery,7,55.117,3
30,170,5.6667,hippo,recovery,8,82.7,3
30,170,5.6667,hippo,recovery,9,57.433,3
30,170,5.6667,hippo,recovery,72,69.683,3
30,170,5.6667,hippo,transfer,1,34.933,3
30,170,5.6667,hippo,transfer,2,43.933,3
30,170,5.6667,hippo,transfer,3,34.783,3
30,170,5.6667,hippo,transfer,4,43.567,3
30,170,5.6667,hippo,transfer,5,35.167,3
30,170,5.6667,hippo,transfer,6,62.917,3
30,170,5.6667,hippo,transfer,7,36.2,3
30,170,5.6667,hippo,transfer,8,47.883,3
30,170,5.6667,hippo,transfer,9,42.95,3
30,170,5.6667,hippo,transfer,72,49.95,3
30,170,5.6667,rand_complex,recovery,1,33.683,3
30,170,5.6667,rand_complex,recovery,2,42.65,3
30,170,5.6667,rand_complex,recovery,3,33.733,3
30,170,5.6667,rand_complex,recovery,4,33.867,3
30,170,5.6667,rand_complex,recovery,5,33.583,3
30,170,5.6667,rand_complex,recovery,6,38.667,3
30,170,5.6667,rand_complex,recovery,7,45.717,3
30,170,5.6667,rand_complex,recovery,8,49.567,3
30,170,5.6667,rand_complex,recovery,9,34.467,3
30,170,5.6667,rand_complex,recovery,72,33.7,3
30,170,5.6667,rand_complex,transfer,1,34.417,3
30,170,5.6667,rand_complex,transfer,2,34.2,3
30,170,5.6667,rand_complex,transfer,3,34.283,3
30,170,5.6667,rand_complex,transfer,4,27.633,3
30,170,5.6667,rand_complex,transfer,5,34.183,3
30,170,5.6667,rand_complex,transfer,6,33.433,3
30,170,5.6667,rand_complex,transfer,7,34.55,3
30,170,5.6667,rand_complex,transfer,8,35.6,3
30,170,5.6667,rand_complex,transfer,9,33.633,3
30,170,5.6667,rand_complex,transfer,72,34.2,3
30,180,6.0,hippo,recovery,1,36.717,3
30,180,6.0,hippo,recovery,2,68.417,3
30,180,6.0,hippo,recovery,3,58.367,3
30,180,6.0,hippo,recovery,4,46.25,3
30,180,6.0,hippo,recovery,5,62.183,3
30,180,6.0,hippo,recovery,6,65.533,3
30,180,6.0,hippo,recovery,7,57.583,3
30,180,6.0,hippo,recovery,8,83.083,3
30,180,6.0,hippo,recovery,9,56.2,3
30,180,6.0,hippo,recovery,72,71.233,3
30,180,6.0,hippo,transfer,1,34.333,3
30,180,6.0,hippo,transfer,2,47.833,3
30,180,6.0,hippo,transfer,3,35.2,3
30,180,6.0,hippo,transfer,4,43.333,3
30,180,6.0,hippo,transfer,5,36.367,3
30,180,6.0,hippo,transfer,6,62.017,3
30,180,6.0,hippo,transfer,7,35.083,3
30,180,6.0,hippo,transfer,8,52.117,3
30,180,6.0,hippo,transfer,9,41.333,3
30,180,6.0,hippo,transfer,72,49.45,3
30,180,6.0,rand_complex,recovery,1,33.783,3
30,180,6.0,rand_complex,recovery,2,40.167,3
30,180,6.0,rand_complex,recovery,3,32.767,3
30,180,6.0,rand_complex,recovery,4,37.167,3
30,180,6.0,rand_complex,recovery,5,33.7,3
30,180,6.0,rand_complex,recovery,6,44.633,3
30,180,6.0,rand_complex,recovery,7,39.133,3
30,180,6.0,rand_complex,recovery,8,38.683,3
30,180,6.0,rand_complex,recovery,9,34.25,3
30,180,6.0,rand_complex,recovery,72,33.967,3
30,180,6.0,rand_complex,transfer,1,34.467,3
30,180,6.0,rand_complex,transfer,2,34.533,3
30,180,6.0,rand_complex,transfer,3,34.233,3
30,180,6.0,rand_complex,transfer,4,28.917,3
30,180,6.0,rand_complex,transfer,5,34.083,3
30,180,6.0,rand_complex,transfer,6,33.583,3
30,180,6.0,rand_complex,transfer,7,34.617,3
30,180,6.0,rand_complex,transfer,8,34.35,3
30,180,6.0,rand_complex,transfer,9,33.733,3
30,180,6.0,rand_complex,transfer,72,34.383,3
30,190,6.3333,hippo,recovery,1,32.917,3
30,190,6.3333,hippo,recovery,2,66.717,3
30,190,6.3333,hippo,recovery,3,62.367,3
30,190,6.3333,hippo,recovery,4,44.85,3
30,190,6.3333,hippo,recovery,5,72.75,3
30,190,6.3333,hippo,recovery,6,63.033,3
30,190,6.3333,hippo,recovery,7,55.267,3
30,190,6.3333,hippo,recovery,8,75.55,3
30,190,6.3333,hippo,recovery,9,54.317,3
30,190,6.3333,hippo,recovery,72,69.817,3
30,190,6.3333,hippo,transfer,1,32.167,3
30,190,6.3333,hippo,transfer,2,54.2,3
30,190,6.3333,hippo,transfer,3,40.633,3
30,190,6.3333,hippo,transfer,4,43.267,3
30,190,6.3333,hippo,transfer,5,39.367,3
30,190,6.3333,hippo,transfer,6,57.7,3
30,190,6.3333,hippo,transfer,7,33.6,3
30,190,6.3333,hippo,transfer,8,50.333,3
30,190,6.3333,hippo,transfer,9,40.9,3
30,190,6.3333,hippo,transfer,72,48.5,3
30,190,6.3333,rand_complex,recovery,1,33.6,3
30,190,6.3333,rand_complex,recovery,2,35.067,3
30,190,6.3333,rand_complex,recovery,3,31.933,3
30,190,6.3333,rand_complex,recovery,4,36.283,3
30,190,6.3333,rand_complex,recovery,5,33.5,3
30,190,6.3333,rand_complex,recovery,6,45.867,3
30,190,6.3333,rand_complex,recovery,7,51.8,3
30,190,6.3333,rand_complex,recovery,8,40.233,3
30,190,6.3333,rand_complex,recovery,9,33.733,3
30,190,6.3333,rand_complex,recovery,72,33.75,3
30,190,6.3333,rand_complex,transfer,1,34.467,3
30,190,6.3333,rand_complex,transfer,2,34.75,3
30,190,6.3333,rand_complex,transfer,3,34.383,3
30,190,6.3333,rand_complex,transfer,4,29.833,3
30,190,6.3333,rand_complex,transfer,5,33.7,3
30,190,6.3333,rand_complex,transfer,6,33.7,3
30,190,6.3333,rand_complex,transfer,7,34.567,3
30,190,6.3333,rand_complex,transfer,8,34.017,3
30,190,6.3333,rand_complex,transfer,9,33.667,3
30,190,6.3333,rand_complex,transfer,72,34.433,3
30,200,6.6667,hippo,recovery,1,31.933,3
30,200,6.6667,hippo,recovery,2,67.717,3
30,200,6.6667,hippo,recovery,3,60.967,3
30,200,6.6667,hippo,recovery,4,44.083,3
30,200,6.6667,hippo,recovery,5,72.467,3
30,200,6.6667,hippo,recovery,6,65.967,3
30,200,6.6667,hippo,recovery,7,51.967,3
30,200,6.6667,hippo,recovery,8,73.967,3
30,200,6.6667,hippo,recovery,9,53.683,3
30,200,6.6667,hippo,recovery,72,73.25,3
30,200,6.6667,hippo,transfer,1,30.033,3
30,200,6.6667,hippo,transfer,2,56.45,3
30,200,6.6667,hippo,transfer,3,43.967,3
30,200,6.6667,hippo,transfer,4,43.25,3
30,200,6.6667,hippo,transfer,5,41.35,3
30,200,6.6667,hippo,transfer,6,55.4,3
30,200,6.6667,hippo,transfer,7,33.333,3
30,200,6.6667,hippo,transfer,8,45.25,3
30,200,6.6667,hippo,transfer,9,39.683,3
30,200,6.6667,hippo,transfer,72,50.15,3
30,200,6.6667,rand_complex,recovery,1,33.483,3
30,200,6.6667,rand_complex,recovery,2,36.0,3
30,200,6.6667,rand_complex,recovery,3,33.767,3
30,200,6.6667,rand_complex,recovery,4,37.483,3
30,200,6.6667,rand_complex,recovery,5,33.467,3
30,200,6.6667,rand_complex,recovery,6,35.4,3
30,200,6.6667,rand_complex,recovery,7,50.267,3
30,200,6.6667,rand_complex,recovery,8,37.867,3
30,200,6.6667,rand_complex,recovery,9,33.8,3
30,200,6.6667,rand_complex,recovery,72,33.45,3
30,200,6.6667,rand_complex,transfer,1,34.483,3
30,200,6.6667,rand_complex,transfer,2,34.5,3
30,200,6.6667,rand_complex,transfer,3,33.483,3
30,200,6.6667,rand_complex,transfer,4,31.383,3
30,200,6.6667,rand_complex,transfer,5,33.583,3
30,200,6.6667,rand_complex,transfer,6,33.833,3
30,200,6.6667,rand_complex,transfer,7,34.667,3
30,200,6.6667,rand_complex,transfer,8,33.967,3
30,200,6.6667,rand_complex,transfer,9,33.117,3
30,200,6.6667,rand_complex,transfer,72,34.417,3
60,70,1.1667,hippo,recovery,1,77.583,3
60,70,1.1667,hippo,recovery,2,84.833,3
60,70,1.1667,hippo,recovery,3,85.083,3
60,70,1.1667,hippo,recovery,4,79.317,3
60,70,1.1667,hippo,recovery,5,84.05,3
60,70,1.1667,hippo,recovery,6,83.4,3
60,70,1.1667,hippo,recovery,7,82.6,3
60,70,1.1667,hippo,recovery,8,79.883,3
60,70,1.1667,hippo,recovery,9,85.083,3
60,70,1.1667,hippo,recovery,72,81.967,3
60,70,1.1667,hippo,transfer,1,74.467,3
60,70,1.1667,hippo,transfer,2,84.883,3
60,70,1.1667,hippo,transfer,3,88.883,3
60,70,1.1667,hippo,transfer,4,79.833,3
60,70,1.1667,hippo,transfer,5,84.367,3
60,70,1.1667,hippo,transfer,6,85.433,3
60,70,1.1667,hippo,transfer,7,80.367,3
60,70,1.1667,hippo,transfer,8,79.15,3
60,70,1.1667,hippo,transfer,9,82.1,3
60,70,1.1667,hippo,transfer,72,79.45,3
60,70,1.1667,rand_complex,recovery,1,84.7,3
60,70,1.1667,rand_complex,recovery,2,83.733,3
60,70,1.1667,rand_complex,recovery,3,80.583,3
60,70,1.1667,rand_complex,recovery,4,78.633,3
60,70,1.1667,rand_complex,recovery,5,82.1,3
60,70,1.1667,rand_complex,recovery,6,82.067,3
60,70,1.1667,rand_complex,recovery,7,81.8,3
60,70,1.1667,rand_complex,recovery,8,82.45,3
60,70,1.1667,rand_complex,recovery,9,84.15,3
60,70,1.1667,rand_complex,recovery,72,83.767,3
60,70,1.1667,rand_complex,transfer,1,87.817,3
60,70,1.1667,rand_complex,transfer,2,78.583,3
60,70,1.1667,rand_complex,transfer,3,77.133,3
60,70,1.1667,rand_complex,transfer,4,77.55,3
60,70,1.1667,rand_complex,transfer,5,82.133,3
60,70,1.1667,rand_complex,transfer,6,84.633,3
60,70,1.1667,rand_complex,transfer,7,80.017,3
60,70,1.1667,rand_complex,transfer,8,84.667,3
60,70,1.1667,rand_complex,transfer,9,85.717,3
60,70,1.1667,rand_complex,transfer,72,85.383,3
60,80,1.3333,hippo,recovery,1,76.45,3
60,80,1.3333,hippo,recovery,2,85.85,3
60,80,1.3333,hippo,recovery,3,86.0,3
60,80,1.3333,hippo,recovery,4,79.883,3
60,80,1.3333,hippo,recovery,5,81.95,3
60,80,1.3333,hippo,recovery,6,83.367,3
60,80,1.3333,hippo,recovery,7,82.7,3
60,80,1.3333,hippo,recovery,8,79.033,3
60,80,1.3333,hippo,recovery,9,84.55,3
60,80,1.3333,hippo,recovery,72,82.967,3
60,80,1.3333,hippo,transfer,1,66.0,3
60,80,1.3333,hippo,transfer,2,80.433,3
60,80,1.3333,hippo,transfer,3,87.567,3
60,80,1.3333,hippo,transfer,4,76.383,3
60,80,1.3333,hippo,transfer,5,79.217,3
60,80,1.3333,hippo,transfer,6,80.95,3
60,80,1.3333,hippo,transfer,7,73.967,3
60,80,1.3333,hippo,transfer,8,69.833,3
60,80,1.3333,hippo,transfer,9,74.817,3
60,80,1.3333,hippo,transfer,72,72.117,3
60,80,1.3333,rand_complex,recovery,1,82.983,3
60,80,1.3333,rand_complex,recovery,2,84.4,3
60,80,1.3333,rand_complex,recovery,3,79.7,3
60,80,1.3333,rand_complex,recovery,4,75.9,3
60,80,1.3333,rand_complex,recovery,5,82.3,3
60,80,1.3333,rand_complex,recovery,6,80.283,3
60,80,1.3333,rand_complex,recovery,7,81.517,3
60,80,1.3333,rand_complex,recovery,8,81.767,3
60,80,1.3333,rand_complex,recovery,9,83.767,3
60,80,1.3333,rand_complex,recovery,72,83.083,3
60,80,1.3333,rand_complex,transfer,1,84.367,3
60,80,1.3333,rand_complex,transfer,2,71.683,3
60,80,1.3333,rand_complex,transfer,3,70.0,3
60,80,1.3333,rand_complex,transfer,4,70.533,3
60,80,1.3333,rand_complex,transfer,5,78.0,3
60,80,1.3333,rand_complex,transfer,6,82.667,3
60,80,1.3333,rand_complex,transfer,7,73.533,3
60,80,1.3333,rand_complex,transfer,8,81.3,3
60,80,1.3333,rand_complex,transfer,9,79.983,3
60,80,1.3333,rand_complex,transfer,72,81.617,3
60,90,1.5,hippo,recovery,1,70.617,3
60,90,1.5,hippo,recovery,2,83.033,3
60,90,1.5,hippo,recovery,3,84.617,3
60,90,1.5,hippo,recovery,4,76.95,3
60,90,1.5,hippo,recovery,5,79.067,3
60,90,1.5,hippo,recovery,6,80.283,3
60,90,1.5,hippo,recovery,7,82.1,3
60,90,1.5,hippo,recovery,8,71.317,3
60,90,1.5,hippo,recovery,9,80.75,3
60,90,1.5,hippo,recovery,72,80.95,3
60,90,1.5,hippo,transfer,1,58.783,3
60,90,1.5,hippo,transfer,2,75.0,3
60,90,1.5,hippo,transfer,3,84.5,3
60,90,1.5,hippo,transfer,4,72.233,3
60,90,1.5,hippo,transfer,5,70.333,3
60,90,1.5,hippo,transfer,6,75.8,3
60,90,1.5,hippo,transfer,7,71.75,3
60,90,1.5,hippo,transfer,8,55.9,3
60,90,1.5,hippo,transfer,9,69.017,3
60,90,1.5,hippo,transfer,72,66.45,3
60,90,1.5,rand_complex,recovery,1,81.383,3
60,90,1.5,rand_complex,recovery,2,81.617,3
60,90,1.5,rand_complex,recovery,3,74.3,3
60,90,1.5,rand_complex,recovery,4,70.55,3
60,90,1.5,rand_complex,recovery,5,79.333,3
60,90,1.5,rand_complex,recovery,6,78.9,3
60,90,1.5,rand_complex,recovery,7,75.583,3
60,90,1.5,rand_complex,recovery,8,79.517,3
60,90,1.5,rand_complex,recovery,9,77.467,3
60,90,1.5,rand_complex,recovery,72,81.517,3
60,90,1.5,rand_complex,transfer,1,78.933,3
60,90,1.5,rand_complex,transfer,2,63.9,3
60,90,1.5,rand_complex,transfer,3,59.4,3
60,90,1.5,rand_complex,transfer,4,60.867,3
60,90,1.5,rand_complex,transfer,5,72.233,3
60,90,1.5,rand_complex,transfer,6,78.283,3
60,90,1.5,rand_complex,transfer,7,65.317,3
60,90,1.5,rand_complex,transfer,8,76.483,3
60,90,1.5,rand_complex,transfer,9,71.567,3
60,90,1.5,rand_complex,transfer,72,75.117,3
60,100,1.6667,hippo,recovery,1,68.367,3
60,100,1.6667,hippo,recovery,2,79.95,3
60,100,1.6667,hippo,recovery,3,83.717,3
60,100,1.6667,hippo,recovery,4,76.3,3
60,100,1.6667,hippo,recovery,5,76.933,3
60,100,1.6667,hippo,recovery,6,79.65,3
60,100,1.6667,hippo,recovery,7,82.4,3
60,100,1.6667,hippo,recovery,8,70.867,3
60,100,1.6667,hippo,recovery,9,78.667,3
60,100,1.6667,hippo,recovery,72,80.917,3
60,100,1.6667,hippo,transfer,1,51.783,3
60,100,1.6667,hippo,transfer,2,68.85,3
60,100,1.6667,hippo,transfer,3,80.4,3
60,100,1.6667,hippo,transfer,4,67.567,3
60,100,1.6667,hippo,transfer,5,60.05,3
60,100,1.6667,hippo,transfer,6,70.833,3
60,100,1.6667,hippo,transfer,7,69.533,3
60,100,1.6667,hippo,transfer,8,41.817,3
60,100,1.6667,hippo,transfer,9,65.917,3
60,100,1.6667,hippo,transfer,72,62.183,3
60,100,1.6667,rand_complex,recovery,1,77.817,3
60,100,1.6667,rand_complex,recovery,2,79.1,3
60,100,1.6667,rand_complex,recovery,3,69.817,3
60,100,1.6667,rand_complex,recovery,4,67.4,3
60,100,1.6667,rand_complex,recovery,5,76.533,3
60,100,1.6667,rand_complex,recovery,6,75.483,3
60,100,1.6667,rand_complex,recovery,7,71.55,3
60,100,1.6667,rand_complex,recovery,8,77.033,3
60,100,1.6667,rand_complex,recovery,9,73.6,3
60,100,1.6667,rand_complex,recovery,72,76.083,3
60,100,1.6667,rand_complex,transfer,1,72.717,3
60,100,1.6667,rand_complex,transfer,2,54.117,3
60,100,1.6667,rand_complex,transfer,3,48.017,3
60,100,1.6667,rand_complex,transfer,4,48.667,3
60,100,1.6667,rand_complex,transfer,5,65.533,3
60,100,1.6667,rand_complex,transfer,6,71.983,3
60,100,1.6667,rand_complex,transfer,7,56.333,3
60,100,1.6667,rand_complex,transfer,8,71.933,3
60,100,1.6667,rand_complex,transfer,9,62.067,3
60,100,1.6667,rand_complex,transfer,72,67.917,3
60,110,1.8333,hippo,recovery,1,61.783,3
60,110,1.8333,hippo,recovery,2,76.75,3
60,110,1.8333,hippo,recovery,3,82.55,3
60,110,1.8333,hippo,recovery,4,74.3,3
60,110,1.8333,hippo,recovery,5,73.0,3
60,110,1.8333,hippo,recovery,6,77.3,3
60,110,1.8333,hippo,recovery,7,81.25,3
60,110,1.8333,hippo,recovery,8,72.3,3
60,110,1.8333,hippo,recovery,9,78.017,3
60,110,1.8333,hippo,recovery,72,80.75,3
60,110,1.8333,hippo,transfer,1,47.383,3
60,110,1.8333,hippo,transfer,2,63.15,3
60,110,1.8333,hippo,transfer,3,76.2,3
60,110,1.8333,hippo,transfer,4,64.05,3
60,110,1.8333,hippo,transfer,5,48.35,3
60,110,1.8333,hippo,transfer,6,67.583,3
60,110,1.8333,hippo,transfer,7,65.45,3
60,110,1.8333,hippo,transfer,8,35.617,3
60,110,1.8333,hippo,transfer,9,65.567,3
60,110,1.8333,hippo,transfer,72,61.05,3
60,110,1.8333,rand_complex,recovery,1,76.433,3
60,110,1.8333,rand_complex,recovery,2,76.883,3
60,110,1.8333,rand_complex,recovery,3,67.033,3
60,110,1.8333,rand_complex,recovery,4,65.0,3
60,110,1.8333,rand_complex,recovery,5,73.117,3
60,110,1.8333,rand_complex,recovery,6,73.1,3
60,110,1.8333,rand_complex,recovery,7,70.65,3
60,110,1.8333,rand_complex,recovery,8,74.633,3
60,110,1.8333,rand_complex,recovery,9,68.983,3
60,110,1.8333,rand_complex,recovery,72,69.867,3
60,110,1.8333,rand_complex,transfer,1,64.583,3
60,110,1.8333,rand_complex,transfer,2,45.183,3
60,110,1.8333,rand_complex,transfer,3,40.167,3
60,110,1.8333,rand_complex,transfer,4,40.317,3
60,110,1.8333,rand_complex,transfer,5,58.75,3
60,110,1.8333,rand_complex,transfer,6,64.883,3
60,110,1.8333,rand_complex,transfer,7,49.467,3
60,110,1.8333,rand_complex,transfer,8,66.517,3
60,110,1.8333,rand_complex,transfer,9,52.267,3
60,110,1.8333,rand_complex,transfer,72,57.2,3
60,120,2.0,hippo,recovery,1,53.4,3
60,120,2.0,hippo,recovery,2,73.633,3
60,120,2.0,hippo,recovery,3,81.167,3
60,120,2.0,hippo,recovery,4,70.433,3
60,120,2.0,hippo,recovery,5,71.617,3
60,120,2.0,hippo,recovery,6,76.783,3
60,120,2.0,hippo,recovery,7,79.9,3
60,120,2.0,hippo,recovery,8,74.15,3
60,120,2.0,hippo,recovery,9,76.433,3
60,120,2.0,hippo,recovery,72,79.317,3
60,120,2.0,hippo,transfer,1,45.2,3
60,120,2.0,hippo,transfer,2,57.683,3
60,120,2.0,hippo,transfer,3,72.1,3
60,120,2.0,hippo,transfer,4,60.2,3
60,120,2.0,hippo,transfer,5,42.267,3
60,120,2.0,hippo,transfer,6,63.35,3
60,120,2.0,hippo,transfer,7,61.5,3
60,120,2.0,hippo,transfer,8,38.533,3
60,120,2.0,hippo,transfer,9,65.683,3
60,120,2.0,hippo,transfer,72,59.217,3
60,120,2.0,rand_complex,recovery,1,72.35,3
60,120,2.0,rand_complex,recovery,2,69.85,3
60,120,2.0,rand_complex,recovery,3,67.067,3
60,120,2.0,rand_complex,recovery,4,63.017,3
60,120,2.0,rand_complex,recovery,5,71.217,3
60,120,2.0,rand_complex,recovery,6,70.717,3
60,120,2.0,rand_complex,recovery,7,68.35,3
60,120,2.0,rand_complex,recovery,8,73.167,3
60,120,2.0,rand_complex,recovery,9,57.95,3
60,120,2.0,rand_complex,recovery,72,67.167,3
60,120,2.0,rand_complex,transfer,1,55.45,3
60,120,2.0,rand_complex,transfer,2,39.15,3
60,120,2.0,rand_complex,transfer,3,36.867,3
60,120,2.0,rand_complex,transfer,4,35.6,3
60,120,2.0,rand_complex,transfer,5,51.483,3
60,120,2.0,rand_complex,transfer,6,57.5,3
60,120,2.0,rand_complex,transfer,7,46.1,3
60,120,2.0,rand_complex,transfer,8,59.85,3
60,120,2.0,rand_complex,transfer,9,45.717,3
60,120,2.0,rand_complex,transfer,72,48.117,3
60,130,2.1667,hippo,recovery,1,48.133,3
60,130,2.1667,hippo,recovery,2,69.5,3
60,130,2.1667,hippo,recovery,3,80.583,3
60,130,2.1667,hippo,recovery,4,67.45,3
60,130,2.1667,hippo,recovery,5,65.25,3
60,130,2.1667,hippo,recovery,6,76.033,3
60,130,2.1667,hippo,recovery,7,79.233,3
60,130,2.1667,hippo,recovery,8,72.7,3
60,130,2.1667,hippo,recovery,9,75.0,3
60,130,2.1667,hippo,recovery,72,78.65,3
60,130,2.1667,hippo,transfer,1,43.9,3
60,130,2.1667,hippo,transfer,2,54.467,3
60,130,2.1667,hippo,transfer,3,68.2,3
60,130,2.1667,hippo,transfer,4,57.617,3
60,130,2.1667,hippo,transfer,5,40.583,3
60,130,2.1667,hippo,transfer,6,60.1,3
60,130,2.1667,hippo,transfer,7,57.917,3
60,130,2.1667,hippo,transfer,8,43.5,3
60,130,2.1667,hippo,transfer,9,63.283,3
60,130,2.1667,hippo,transfer,72,56.633,3
60,130,2.1667,rand_complex,recovery,1,68.0,3
60,130,2.1667,rand_complex,recovery,2,66.533,3
60,130,2.1667,rand_complex,recovery,3,62.883,3
60,130,2.1667,rand_complex,recovery,4,61.117,3
60,130,2.1667,rand_complex,recovery,5,65.417,3
60,130,2.1667,rand_complex,recovery,6,65.433,3
60,130,2.1667,rand_complex,recovery,7,69.183,3
60,130,2.1667,rand_complex,recovery,8,65.95,3
60,130,2.1667,rand_complex,recovery,9,46.533,3
60,130,2.1667,rand_complex,recovery,72,63.433,3
60,130,2.1667,rand_complex,transfer,1,49.183,3
60,130,2.1667,rand_complex,transfer,2,35.367,3
60,130,2.1667,rand_complex,transfer,3,35.767,3
60,130,2.1667,rand_complex,transfer,4,34.667,3
60,130,2.1667,rand_complex,transfer,5,45.283,3
60,130,2.1667,rand_complex,transfer,6,49.8,3
60,130,2.1667,rand_complex,transfer,7,43.5,3
60,130,2.1667,rand_complex,transfer,8,53.0,3
60,130,2.1667,rand_complex,transfer,9,39.933,3
60,130,2.1667,rand_complex,transfer,72,43.967,3
60,140,2.3333,hippo,recovery,1,49.517,3
60,140,2.3333,hippo,recovery,2,64.383,3
60,140,2.3333,hippo,recovery,3,79.133,3
60,140,2.3333,hippo,recovery,4,65.5,3
60,140,2.3333,hippo,recovery,5,63.55,3
60,140,2.3333,hippo,recovery,6,76.733,3
60,140,2.3333,hippo,recovery,7,76.1,3
60,140,2.3333,hippo,recovery,8,72.35,3
60,140,2.3333,hippo,recovery,9,76.333,3
60,140,2.3333,hippo,recovery,72,79.767,3
60,140,2.3333,hippo,transfer,1,41.3,3
60,140,2.3333,hippo,transfer,2,54.55,3
60,140,2.3333,hippo,transfer,3,63.267,3
60,140,2.3333,hippo,transfer,4,55.6,3
60,140,2.3333,hippo,transfer,5,40.133,3
60,140,2.3333,hippo,transfer,6,61.183,3
60,140,2.3333,hippo,transfer,7,55.1,3
60,140,2.3333,hippo,transfer,8,45.883,3
60,140,2.3333,hippo,transfer,9,62.0,3
60,140,2.3333,hippo,transfer,72,56.367,3
60,140,2.3333,rand_complex,recovery,1,65.5,3
60,140,2.3333,rand_complex,recovery,2,61.0,3
60,140,2.3333,rand_complex,recovery,3,60.417,3
60,140,2.3333,rand_complex,recovery,4,55.883,3
60,140,2.3333,rand_complex,recovery,5,61.85,3
60,140,2.3333,rand_complex,recovery,6,62.467,3
60,140,2.3333,rand_complex,recovery,7,67.15,3
60,140,2.3333,rand_complex,recovery,8,62.05,3
60,140,2.3333,rand_complex,recovery,9,46.25,3
60,140,2.3333,rand_complex,recovery,72,62.883,3
60,140,2.3333,rand_complex,transfer,1,45.317,3
60,140,2.3333,rand_complex,transfer,2,34.033,3
60,140,2.3333,rand_complex,transfer,3,34.933,3
60,140,2.3333,rand_complex,transfer,4,34.133,3
60,140,2.3333,rand_complex,transfer,5,41.85,3
60,140,2.3333,rand_complex,transfer,6,43.167,3
60,140,2.3333,rand_complex,transfer,7,41.233,3
60,140,2.3333,rand_complex,transfer,8,47.6,3
60,140,2.3333,rand_complex,transfer,9,35.917,3
60,140,2.3333,rand_complex,transfer,72,42.7,3
60,150,2.5,hippo,recovery,1,47.9,3
60,150,2.5,hippo,recovery,2,59.167,3
60,150,2.5,hippo,recovery,3,74.733,3
60,150,2.5,hippo,recovery,4,61.717,3
60,150,2.5,hippo,recovery,5,57.35,3
60,150,2.5,hippo,recovery,6,74.7,3
60,150,2.5,hippo,recovery,7,74.3,3
60,150,2.5,hippo,recovery,8,67.433,3
60,150,2.5,hippo,recovery,9,73.417,3
60,150,2.5,hippo,recovery,72,81.2,3
60,150,2.5,hippo,transfer,1,38.0,3
60,150,2.5,hippo,transfer,2,57.0,3
60,150,2.5,hippo,transfer,3,57.3,3
60,150,2.5,hippo,transfer,4,53.5,3
60,150,2.5,hippo,transfer,5,38.817,3
60,150,2.5,hippo,transfer,6,62.167,3
60,150,2.5,hippo,transfer,7,50.8,3
60,150,2.5,hippo,transfer,8,45.6,3
60,150,2.5,hippo,transfer,9,59.183,3
60,150,2.5,hippo,transfer,72,58.967,3
60,150,2.5,rand_complex,recovery,1,64.1,3
60,150,2.5,rand_complex,recovery,2,58.567,3
60,150,2.5,rand_complex,recovery,3,59.183,3
60,150,2.5,rand_complex,recovery,4,44.5,3
60,150,2.5,rand_complex,recovery,5,57.583,3
60,150,2.5,rand_complex,recovery,6,58.95,3
60,150,2.5,rand_complex,recovery,7,65.85,3
60,150,2.5,rand_complex,recovery,8,60.417,3
60,150,2.5,rand_complex,recovery,9,50.083,3
60,150,2.5,rand_complex,recovery,72,58.683,3
60,150,2.5,rand_complex,transfer,1,42.167,3
60,150,2.5,rand_complex,transfer,2,33.55,3
60,150,2.5,rand_complex,transfer,3,34.7,3
60,150,2.5,rand_complex,transfer,4,34.183,3
60,150,2.5,rand_complex,transfer,5,42.017,3
60,150,2.5,rand_complex,transfer,6,39.2,3
60,150,2.5,rand_complex,transfer,7,38.717,3
