kind,projection,split,lap,dim1,dim2
trained,lda,train,2,3.8196855182288698,0.53830735099779958
trained,lda,train,2,3.4290757830446918,0.1644858999442132
trained,lda,train,2,4.1780324929515738,-0.72656277636108535
trained,lda,train,2,4.144666891040349,0.874129728455871
trained,lda,train,2,3.9339297674060809,2.0201211055093937
trained,lda,train,3,-5.4970123509470055,-0.46075795257978858
trained,lda,train,2,4.2809296663486318,1.4143517610915897
trained,lda,train,2,3.377031809872884,-1.1769480315147136
trained,lda,train,2,3.3566594561251142,-1.335700675478974
trained,lda,train,2,3.8676144613229515,-0.62909334220074986
trained,lda,train,4,-12.992079926132432,1.0930033964152768
trained,lda,train,4,-13.433263236018847,-1.1850689847674776
trained,lda,train,3,-5.2181610082081029,-1.7489572403352209
trained,lda,train,2,3.2734947817602245,-0.43509634417659171
trained,lda,train,3,-3.9294020949356687,1.6874854438835787
trained,lda,train,3,-5.0409543901353713,-0.30921290919076089
trained,lda,train,2,3.8471809014230809,0.88576779151886431
trained,lda,train,2,3.4918631951823151,-0.66621746122305026
trained,lda,train,3,-4.8345370021086795,-0.42632666890419635
trained,lda,train,4,-13.019690486007169,1.9874425642624338
trained,lda,train,2,3.9463129766372975,-1.0717513574423023
trained,lda,train,2,3.4845169663510074,-1.1694739013816804
trained,lda,train,3,-4.7565284534507875,0.49879995268897404
trained,lda,train,2,4.0555985419983402,-0.021799592520738709
trained,lda,train,3,-5.1738336843527595,-0.76648410813318257
trained,lda,train,2,3.6846916563835519,0.85251923471437918
trained,lda,train,2,3.9011648508503693,-1.309599585034142
trained,lda,train,2,3.6389196418119432,0.041235995885005608
trained,lda,train,2,3.6658894200486225,-0.51617814763193293
trained,lda,train,3,-4.186626391831906,1.8367480843532447
trained,lda,train,3,-11.833661836146065,1.082270356018701
trained,lda,train,3,-4.8494949868292068,0.87952715204036902
trained,lda,train,2,3.8977568578264599,0.32118773062931943
trained,lda,train,2,3.275290006106244,1.3656411183555588
trained,lda,train,3,-5.4004174602430357,0.65590712893833969
trained,lda,train,2,3.35201326580568,0.60072467452857714
trained,lda,train,2,3.3859164609602259,0.070179064937351252
trained,lda,train,2,3.5769484237449074,-1.8590474544748676
trained,lda,train,2,3.5701133152057838,0.83757558708439617
trained,lda,train,2,3.1189502254052024,-0.13963024237599439
trained,lda,train,2,3.3429103244054112,0.24574946889533472
trained,lda,train,2,3.6141012111562105,2.2481363267706311
trained,lda,train,2,3.614594568231563,1.0831031369672732
trained,lda,train,2,3.5050849354082096,-1.3568889178972767
trained,lda,train,3,-4.4517846631562943,-1.0135147981474655
trained,lda,train,2,3.2960291582095955,-1.2745115676694878
trained,lda,train,2,3.8909920666085873,-0.17635075299330821
trained,lda,train,3,-4.3301400870693136,0.8725809518391523
trained,lda,train,2,3.5580255629187136,0.045937072053555704
trained,lda,train,3,-4.0847161879089802,0.83400468521792193
trained,lda,train,3,-5.224293962523813,-0.34587672849721901
trained,lda,train,2,3.5231758600227532,-0.63312311046639769
trained,lda,train,3,-4.7765847319082066,-0.98966691821121422
trained,lda,train,3,-4.7411044284025872,0.020530664947362092
trained,lda,train,4,-13.685110352345198,-0.90330037481999104
trained,lda,train,2,-2.633021883247689,0.1008495024930241
trained,lda,train,2,3.3200798627891448,-0.5360267440306109
trained,lda,train,3,-5.3902437662422615,0.59064750187380466
trained,lda,train,2,3.4581987432067209,-0.87921610989905874
trained,lda,train,3,-4.67522272943435,-0.60863225373989616
trained,lda,train,3,-5.3749640519715474,-0.34648805522962689
trained,lda,train,2,4.0748037672023081,0.50401813595228517
trained,lda,train,2,3.6047871742181967,2.4779644087557693
trained,lda,train,3,-4.6960816905991338,-0.5002735765300913
trained,lda,train,4,-13.883440887133155,-0.31257454996849304
trained,lda,train,2,3.438074378331915,0.68836227823214358
trained,lda,train,2,3.3367629612557148,-0.71586131415875509
trained,lda,train,3,-4.2322226551745308,0.36031695217259779
trained,lda,train,2,4.4500416288810163,0.14160480768319483
trained,lda,train,2,3.3223643147066415,0.69756459711431806
trained,lda,train,4,-12.587865293292149,0.54757994822009848
trained,lda,train,2,3.5733701088465146,0.19439303009900968
trained,lda,train,3,-4.8686000451820775,1.059116851691309
trained,lda,train,3,-5.0234264140124925,-1.3078003306169719
trained,lda,train,2,3.6887025810357534,0.26438018029924504
