mode,phase,seed,sort,unit_rank,time_bin,peak_count,value
spectrum_matched,trained_d30,1,time,38,27,,0.85884
spectrum_matched,trained_d30,1,time,38,28,,0.92938
spectrum_matched,trained_d30,1,time,38,29,,1.0
spectrum_matched,trained_d30,1,time,39,0,,-1.0
spectrum_matched,trained_d30,1,time,39,1,,-0.91466
spectrum_matched,trained_d30,1,time,39,2,,-0.83017
spectrum_matched,trained_d30,1,time,39,3,,-0.74657
spectrum_matched,trained_d30,1,time,39,4,,-0.66391
spectrum_matched,trained_d30,1,time,39,5,,-0.58222
spectrum_matched,trained_d30,1,time,39,6,,-0.50154
spectrum_matched,trained_d30,1,time,39,7,,-0.4219
spectrum_matched,trained_d30,1,time,39,8,,-0.34333
spectrum_matched,trained_d30,1,time,39,9,,-0.26589
spectrum_matched,trained_d30,1,time,39,10,,-0.18958
spectrum_matched,trained_d30,1,time,39,11,,-0.11446
spectrum_matched,trained_d30,1,time,39,12,,-0.04055
spectrum_matched,trained_d30,1,time,39,13,,0.03211
spectrum_matched,trained_d30,1,time,39,14,,0.10349
spectrum_matched,trained_d30,1,time,39,15,,0.17355
spectrum_matched,trained_d30,1,time,39,16,,0.24227
spectrum_matched,trained_d30,1,time,39,17,,0.30961
spectrum_matched,trained_d30,1,time,39,18,,0.37555
spectrum_matched,trained_d30,1,time,39,19,,0.44005
spectrum_matched,trained_d30,1,time,39,20,,0.50308
spectrum_matched,trained_d30,1,time,39,21,,0.56463
spectrum_matched,trained_d30,1,time,39,22,,0.62465
spectrum_matched,trained_d30,1,time,39,23,,0.68312
spectrum_matched,trained_d30,1,time,39,24,,0.74002
spectrum_matched,trained_d30,1,time,39,25,,0.79532
spectrum_matched,trained_d30,1,time,39,26,,0.84899
spectrum_matched,trained_d30,1,time,39,27,,0.90101
spectrum_matched,trained_d30,1,time,39,28,,0.95135
spectrum_matched,trained_d30,1,time,39,29,,1.0
spectrum_matched,trained_d30,1,time,40,0,,-0.88953
spectrum_matched,trained_d30,1,time,40,1,,-0.92778
spectrum_matched,trained_d30,1,time,40,2,,-0.95804
spectrum_matched,trained_d30,1,time,40,3,,-0.98021
spectrum_matched,trained_d30,1,time,40,4,,-0.99421
spectrum_matched,trained_d30,1,time,40,5,,-1.0
spectrum_matched,trained_d30,1,time,40,6,,-0.99755
spectrum_matched,trained_d30,1,time,40,7,,-0.98688
spectrum_matched,trained_d30,1,time,40,8,,-0.96802
spectrum_matched,trained_d30,1,time,40,9,,-0.94102
spectrum_matched,trained_d30,1,time,40,10,,-0.90597
spectrum_matched,trained_d30,1,time,40,11,,-0.86298
spectrum_matched,trained_d30,1,time,40,12,,-0.8122
spectrum_matched,trained_d30,1,time,40,13,,-0.75378
spectrum_matched,trained_d30,1,time,40,14,,-0.68792
spectrum_matched,trained_d30,1,time,40,15,,-0.61481
spectrum_matched,trained_d30,1,time,40,16,,-0.5347
spectrum_matched,trained_d30,1,time,40,17,,-0.44785
spectrum_matched,trained_d30,1,time,40,18,,-0.35454
spectrum_matched,trained_d30,1,time,40,19,,-0.25505
spectrum_matched,trained_d30,1,time,40,20,,-0.14973
spectrum_matched,trained_d30,1,time,40,21,,-0.03889
spectrum_matched,trained_d30,1,time,40,22,,0.0771
spectrum_matched,trained_d30,1,time,40,23,,0.19785
spectrum_matched,trained_d30,1,time,40,24,,0.323
spectrum_matched,trained_d30,1,time,40,25,,0.45213
spectrum_matched,trained_d30,1,time,40,26,,0.58483
spectrum_matched,trained_d30,1,time,40,27,,0.72067
spectrum_matched,trained_d30,1,time,40,28,,0.85921
spectrum_matched,trained_d30,1,time,40,29,,1.0
spectrum_matched,trained_d30,1,time,41,0,,-1.0
spectrum_matched,trained_d30,1,time,41,1,,-0.93105
spectrum_matched,trained_d30,1,time,41,2,,-0.86209
spectrum_matched,trained_d30,1,time,41,3,,-0.79314
spectrum_matched,trained_d30,1,time,41,4,,-0.72419
spectrum_matched,trained_d30,1,time,41,5,,-0.65523
spectrum_matched,trained_d30,1,time,41,6,,-0.58628
spectrum_matched,trained_d30,1,time,41,7,,-0.51732
spectrum_matched,trained_d30,1,time,41,8,,-0.44836
spectrum_matched,trained_d30,1,time,41,9,,-0.3794
spectrum_matched,trained_d30,1,time,41,10,,-0.31044
spectrum_matched,trained_d30,1,time,41,11,,-0.24148
spectrum_matched,trained_d30,1,time,41,12,,-0.17252
spectrum_matched,trained_d30,1,time,41,13,,-0.10356
spectrum_matched,trained_d30,1,time,41,14,,-0.03459
spectrum_matched,trained_d30,1,time,41,15,,0.03437
spectrum_matched,trained_d30,1,time,41,16,,0.10334
spectrum_matched,trained_d30,1,time,41,17,,0.17231
spectrum_matched,trained_d30,1,time,41,18,,0.24128
spectrum_matched,trained_d30,1,time,41,19,,0.31025
spectrum_matched,trained_d30,1,time,41,20,,0.37922
spectrum_matched,trained_d30,1,time,41,21,,0.44819
spectrum_matched,trained_d30,1,time,41,22,,0.51716
spectrum_matched,trained_d30,1,time,41,23,,0.58613
spectrum_matched,trained_d30,1,time,41,24,,0.65511
spectrum_matched,trained_d30,1,time,41,25,,0.72408
spectrum_matched,trained_d30,1,time,41,26,,0.79306
spectrum_matched,trained_d30,1,time,41,27,,0.86204
spectrum_matched,trained_d30,1,time,41,28,,0.93101
spectrum_matched,trained_d30,1,time,41,29,,1.0
spectrum_matched,trained_d30,1,time,42,0,,-0.96569
spectrum_matched,trained_d30,1,time,42,1,,-0.98418
spectrum_matched,trained_d30,1,time,42,2,,-0.99562
spectrum_matched,trained_d30,1,time,42,3,,-1.0
spectrum_matched,trained_d30,1,time,42,4,,-0.99728
spectrum_matched,trained_d30,1,time,42,5,,-0.98748
spectrum_matched,trained_d30,1,time,42,6,,-0.97061
spectrum_matched,trained_d30,1,time,42,7,,-0.94673
spectrum_matched,trained_d30,1,time,42,8,,-0.9159
spectrum_matched,trained_d30,1,time,42,9,,-0.87822
spectrum_matched,trained_d30,1,time,42,10,,-0.8338
spectrum_matched,trained_d30,1,time,42,11,,-0.78277
spectrum_matched,trained_d30,1,time,42,12,,-0.7253
spectrum_matched,trained_d30,1,time,42,13,,-0.66155
spectrum_matched,trained_d30,1,time,42,14,,-0.59172
spectrum_matched,trained_d30,1,time,42,15,,-0.51602
spectrum_matched,trained_d30,1,time,42,16,,-0.4347
spectrum_matched,trained_d30,1,time,42,17,,-0.34799
spectrum_matched,trained_d30,1,time,42,18,,-0.25618
spectrum_matched,trained_d30,1,time,42,19,,-0.15954
spectrum_matched,trained_d30,1,time,42,20,,-0.05837
spectrum_matched,trained_d30,1,time,42,21,,0.04701
spectrum_matched,trained_d30,1,time,42,22,,0.15627
spectrum_matched,trained_d30,1,time,42,23,,0.26908
spectrum_matched,trained_d30,1,time,42,24,,0.38508
spectrum_matched,trained_d30,1,time,42,25,,0.50391
spectrum_matched,trained_d30,1,time,42,26,,0.6252
spectrum_matched,trained_d30,1,time,42,27,,0.74857
spectrum_matched,trained_d30,1,time,42,28,,0.87363
spectrum_matched,trained_d30,1,time,42,29,,1.0
spectrum_matched,trained_d30,1,time,43,0,,-0.99767
spectrum_matched,trained_d30,1,time,43,1,,-1.0
spectrum_matched,trained_d30,1,time,43,2,,-0.99342
spectrum_matched,trained_d30,1,time,43,3,,-0.978
spectrum_matched,trained_d30,1,time,43,4,,-0.95385
spectrum_matched,trained_d30,1,time,43,5,,-0.92117
spectrum_matched,trained_d30,1,time,43,6,,-0.88023
spectrum_matched,trained_d30,1,time,43,7,,-0.83135
spectrum_matched,trained_d30,1,time,43,8,,-0.77495
spectrum_matched,trained_d30,1,time,43,9,,-0.71147
spectrum_matched,trained_d30,1,time,43,10,,-0.64144
spectrum_matched,trained_d30,1,time,43,11,,-0.56542
spectrum_matched,trained_d30,1,time,43,12,,-0.48404
spectrum_matched,trained_d30,1,time,43,13,,-0.39795
spectrum_matched,trained_d30,1,time,43,14,,-0.30787
spectrum_matched,trained_d30,1,time,43,15,,-0.21452
spectrum_matched,trained_d30,1,time,43,16,,-0.11866
spectrum_matched,trained_d30,1,time,43,17,,-0.02108
spectrum_matched,trained_d30,1,time,43,18,,0.07743
spectrum_matched,trained_d30,1,time,43,19,,0.17606
spectrum_matched,trained_d30,1,time,43,20,,0.27401
spectrum_matched,trained_d30,1,time,43,21,,0.37048
spectrum_matched,trained_d30,1,time,43,22,,0.46469
spectrum_matched,trained_d30,1,time,43,23,,0.55587
spectrum_matched,trained_d30,1,time,43,24,,0.64326
spectrum_matched,trained_d30,1,time,43,25,,0.72617
spectrum_matched,trained_d30,1,time,43,26,,0.8039
spectrum_matched,trained_d30,1,time,43,27,,0.87584
spectrum_matched,trained_d30,1,time,43,28,,0.94138
spectrum_matched,trained_d30,1,time,43,29,,1.0
spectrum_matched,trained_d30,1,time,44,0,,-1.0
spectrum_matched,trained_d30,1,time,44,1,,-0.88174
spectrum_matched,trained_d30,1,time,44,2,,-0.76656
spectrum_matched,trained_d30,1,time,44,3,,-0.65447
spectrum_matched,trained_d30,1,time,44,4,,-0.54556
spectrum_matched,trained_d30,1,time,44,5,,-0.43988
spectrum_matched,trained_d30,1,time,44,6,,-0.33746
spectrum_matched,trained_d30,1,time,44,7,,-0.23839
spectrum_matched,trained_d30,1,time,44,8,,-0.14272
spectrum_matched,trained_d30,1,time,44,9,,-0.05048
spectrum_matched,trained_d30,1,time,44,10,,0.03826
spectrum_matched,trained_d30,1,time,44,11,,0.12346
spectrum_matched,trained_d30,1,time,44,12,,0.20508
spectrum_matched,trained_d30,1,time,44,13,,0.28307
spectrum_matched,trained_d30,1,time,44,14,,0.35736
spectrum_matched,trained_d30,1,time,44,15,,0.42793
spectrum_matched,trained_d30,1,time,44,16,,0.4947
spectrum_matched,trained_d30,1,time,44,17,,0.55766
spectrum_matched,trained_d30,1,time,44,18,,0.61677
spectrum_matched,trained_d30,1,time,44,19,,0.67193
spectrum_matched,trained_d30,1,time,44,20,,0.72314
spectrum_matched,trained_d30,1,time,44,21,,0.77039
spectrum_matched,trained_d30,1,time,44,22,,0.81359
spectrum_matched,trained_d30,1,time,44,23,,0.85272
spectrum_matched,trained_d30,1,time,44,24,,0.88775
spectrum_matched,trained_d30,1,time,44,25,,0.91862
spectrum_matched,trained_d30,1,time,44,26,,0.94533
spectrum_matched,trained_d30,1,time,44,27,,0.96781
spectrum_matched,trained_d30,1,time,44,28,,0.98604
spectrum_matched,trained_d30,1,time,44,29,,1.0
spectrum_matched,trained_d30,1,time,45,0,,-0.78353
spectrum_matched,trained_d30,1,time,45,1,,-0.84106
spectrum_matched,trained_d30,1,time,45,2,,-0.89003
spectrum_matched,trained_d30,1,time,45,3,,-0.93021
spectrum_matched,trained_d30,1,time,45,4,,-0.96143
spectrum_matched,trained_d30,1,time,45,5,,-0.98354
spectrum_matched,trained_d30,1,time,45,6,,-0.99643
spectrum_matched,trained_d30,1,time,45,7,,-1.0
spectrum_matched,trained_d30,1,time,45,8,,-0.99422
spectrum_matched,trained_d30,1,time,45,9,,-0.97909
spectrum_matched,trained_d30,1,time,45,10,,-0.95462
spectrum_matched,trained_d30,1,time,45,11,,-0.92088
spectrum_matched,trained_d30,1,time,45,12,,-0.87796
spectrum_matched,trained_d30,1,time,45,13,,-0.82601
spectrum_matched,trained_d30,1,time,45,14,,-0.76518
spectrum_matched,trained_d30,1,time,45,15,,-0.69569
spectrum_matched,trained_d30,1,time,45,16,,-0.61776
spectrum_matched,trained_d30,1,time,45,17,,-0.53167
spectrum_matched,trained_d30,1,time,45,18,,-0.43772
spectrum_matched,trained_d30,1,time,45,19,,-0.33623
spectrum_matched,trained_d30,1,time,45,20,,-0.22759
spectrum_matched,trained_d30,1,time,45,21,,-0.11216
spectrum_matched,trained_d30,1,time,45,22,,0.00962
spectrum_matched,trained_d30,1,time,45,23,,0.13731
spectrum_matched,trained_d30,1,time,45,24,,0.27045
spectrum_matched,trained_d30,1,time,45,25,,0.40855
spectrum_matched,trained_d30,1,time,45,26,,0.55109
spectrum_matched,trained_d30,1,time,45,27,,0.69754
spectrum_matched,trained_d30,1,time,45,28,,0.84737
spectrum_matched,trained_d30,1,time,45,29,,1.0
spectrum_matched,trained_d30,1,time,46,0,,-1.0
spectrum_matched,trained_d30,1,time,46,1,,-0.94041
spectrum_matched,trained_d30,1,time,46,2,,-0.87573
spectrum_matched,trained_d30,1,time,46,3,,-0.80639
spectrum_matched,trained_d30,1,time,46,4,,-0.7328
spectrum_matched,trained_d30,1,time,46,5,,-0.65541
spectrum_matched,trained_d30,1,time,46,6,,-0.57472
spectrum_matched,trained_d30,1,time,46,7,,-0.49122
spectrum_matched,trained_d30,1,time,46,8,,-0.40542
spectrum_matched,trained_d30,1,time,46,9,,-0.31786
spectrum_matched,trained_d30,1,time,46,10,,-0.22908
spectrum_matched,trained_d30,1,time,46,11,,-0.13963
spectrum_matched,trained_d30,1,time,46,12,,-0.05006
spectrum_matched,trained_d30,1,time,46,13,,0.03906
spectrum_matched,trained_d30,1,time,46,14,,0.12719
spectrum_matched,trained_d30,1,time,46,15,,0.21378
spectrum_matched,trained_d30,1,time,46,16,,0.2983
spectrum_matched,trained_d30,1,time,46,17,,0.38021
spectrum_matched,trained_d30,1,time,46,18,,0.45901
spectrum_matched,trained_d30,1,time,46,19,,0.53421
spectrum_matched,trained_d30,1,time,46,20,,0.60535
spectrum_matched,trained_d30,1,time,46,21,,0.67198
spectrum_matched,trained_d30,1,time,46,22,,0.73368
spectrum_matched,trained_d30,1,time,46,23,,0.79009
spectrum_matched,trained_d30,1,time,46,24,,0.84083
spectrum_matched,trained_d30,1,time,46,25,,0.8856
spectrum_matched,trained_d30,1,time,46,26,,0.92413
spectrum_matched,trained_d30,1,time,46,27,,0.95616
spectrum_matched,trained_d30,1,time,46,28,,0.9815
spectrum_matched,trained_d30,1,time,46,29,,1.0
spectrum_matched,trained_d30,1,time,47,0,,-1.0
spectrum_matched,trained_d30,1,time,47,1,,-0.918
spectrum_matched,trained_d30,1,time,47,2,,-0.83689
spectrum_matched,trained_d30,1,time,47,3,,-0.75667
spectrum_matched,trained_d30,1,time,47,4,,-0.67738
spectrum_matched,trained_d30,1,time,47,5,,-0.59894
spectrum_matched,trained_d30,1,time,47,6,,-0.52145
spectrum_matched,trained_d30,1,time,47,7,,-0.4449
spectrum_matched,trained_d30,1,time,47,8,,-0.36921
spectrum_matched,trained_d30,1,time,47,9,,-0.29447
spectrum_matched,trained_d30,1,time,47,10,,-0.22065
spectrum_matched,trained_d30,1,time,47,11,,-0.14775
spectrum_matched,trained_d30,1,time,47,12,,-0.07579
spectrum_matched,trained_d30,1,time,47,13,,-0.00486
spectrum_matched,trained_d30,1,time,47,14,,0.06522
spectrum_matched,trained_d30,1,time,47,15,,0.13434
spectrum_matched,trained_d30,1,time,47,16,,0.20248
spectrum_matched,trained_d30,1,time,47,17,,0.26965
spectrum_matched,trained_d30,1,time,47,18,,0.33593
spectrum_matched,trained_d30,1,time,47,19,,0.40121
spectrum_matched,trained_d30,1,time,47,20,,0.46552
spectrum_matched,trained_d30,1,time,47,21,,0.52883
spectrum_matched,trained_d30,1,time,47,22,,0.59117
spectrum_matched,trained_d30,1,time,47,23,,0.65257
spectrum_matched,trained_d30,1,time,47,24,,0.71299
spectrum_matched,trained_d30,1,time,47,25,,0.77236
spectrum_matched,trained_d30,1,time,47,26,,0.83077
spectrum_matched,trained_d30,1,time,47,27,,0.88819
spectrum_matched,trained_d30,1,time,47,28,,0.94459
spectrum_matched,trained_d30,1,time,47,29,,1.0
spectrum_matched,trained_d30,1,time,48,0,,-1.0
spectrum_matched,trained_d30,1,time,48,1,,-0.93095
spectrum_matched,trained_d30,1,time,48,2,,-0.86194
spectrum_matched,trained_d30,1,time,48,3,,-0.79291
spectrum_matched,trained_d30,1,time,48,4,,-0.72387
spectrum_matched,trained_d30,1,time,48,5,,-0.65484
spectrum_matched,trained_d30,1,time,48,6,,-0.58579
spectrum_matched,trained_d30,1,time,48,7,,-0.51677
spectrum_matched,trained_d30,1,time,48,8,,-0.44775
spectrum_matched,trained_d30,1,time,48,9,,-0.37873
spectrum_matched,trained_d30,1,time,48,10,,-0.30974
spectrum_matched,trained_d30,1,time,48,11,,-0.24069
spectrum_matched,trained_d30,1,time,48,12,,-0.17172
spectrum_matched,trained_d30,1,time,48,13,,-0.10271
spectrum_matched,trained_d30,1,time,48,14,,-0.03372
spectrum_matched,trained_d30,1,time,48,15,,0.03529
spectrum_matched,trained_d30,1,time,48,16,,0.10431
spectrum_matched,trained_d30,1,time,48,17,,0.17325
spectrum_matched,trained_d30,1,time,48,18,,0.2422
spectrum_matched,trained_d30,1,time,48,19,,0.31118
spectrum_matched,trained_d30,1,time,48,20,,0.38009
spectrum_matched,trained_d30,1,time,48,21,,0.44901
spectrum_matched,trained_d30,1,time,48,22,,0.51789
spectrum_matched,trained_d30,1,time,48,23,,0.58685
spectrum_matched,trained_d30,1,time,48,24,,0.65577
spectrum_matched,trained_d30,1,time,48,25,,0.72465
spectrum_matched,trained_d30,1,time,48,26,,0.79348
spectrum_matched,trained_d30,1,time,48,27,,0.86228
spectrum_matched,trained_d30,1,time,48,28,,0.93118
spectrum_matched,trained_d30,1,time,48,29,,1.0
spectrum_matched,trained_d30,1,time,49,0,,-1.0
spectrum_matched,trained_d30,1,time,49,1,,-0.92787
spectrum_matched,trained_d30,1,time,49,2,,-0.85585
spectrum_matched,trained_d30,1,time,49,3,,-0.78411
spectrum_matched,trained_d30,1,time,49,4,,-0.71257
spectrum_matched,trained_d30,1,time,49,5,,-0.64126
spectrum_matched,trained_d30,1,time,49,6,,-0.57016
spectrum_matched,trained_d30,1,time,49,7,,-0.49927
spectrum_matched,trained_d30,1,time,49,8,,-0.42859
spectrum_matched,trained_d30,1,time,49,9,,-0.35819
spectrum_matched,trained_d30,1,time,49,10,,-0.28801
spectrum_matched,trained_d30,1,time,49,11,,-0.218
spectrum_matched,trained_d30,1,time,49,12,,-0.1483
spectrum_matched,trained_d30,1,time,49,13,,-0.07879
spectrum_matched,trained_d30,1,time,49,14,,-0.0095
spectrum_matched,trained_d30,1,time,49,15,,0.05947
spectrum_matched,trained_d30,1,time,49,16,,0.1283
spectrum_matched,trained_d30,1,time,49,17,,0.19684
spectrum_matched,trained_d30,1,time,49,18,,0.26514
spectrum_matched,trained_d30,1,time,49,19,,0.3332
spectrum_matched,trained_d30,1,time,49,20,,0.401
spectrum_matched,trained_d30,1,time,49,21,,0.46859
spectrum_matched,trained_d30,1,time,49,22,,0.53591
spectrum_matched,trained_d30,1,time,49,23,,0.60301
spectrum_matched,trained_d30,1,time,49,24,,0.66986
spectrum_matched,trained_d30,1,time,49,25,,0.73635
spectrum_matched,trained_d30,1,time,49,26,,0.80264
spectrum_matched,trained_d30,1,time,49,27,,0.86871
spectrum_matched,trained_d30,1,time,49,28,,0.9345
spectrum_matched,trained_d30,1,time,49,29,,1.0
spectrum_matched,retimed_d100,1,freq,0,0,1,1.0
spectrum_matched,retimed_d100,1,freq,0,1,1,0.98745
spectrum_matched,retimed_d100,1,freq,0,2,1,0.97476
spectrum_matched,retimed_d100,1,freq,0,3,1,0.96191
spectrum_matched,retimed_d100,1,freq,0,4,1,0.94889
spectrum_matched,retimed_d100,1,freq,0,5,1,0.93572
spectrum_matched,retimed_d100,1,freq,0,6,1,0.92241
spectrum_matched,retimed_d100,1,freq,0,7,1,0.90893
spectrum_matched,retimed_d100,1,freq,0,8,1,0.8953
spectrum_matched,retimed_d100,1,freq,0,9,1,0.88151
spectrum_matched,retimed_d100,1,freq,0,10,1,0.86759
spectrum_matched,retimed_d100,1,freq,0,11,1,0.85349
spectrum_matched,retimed_d100,1,freq,0,12,1,0.83923
spectrum_matched,retimed_d100,1,freq,0,13,1,0.82482
spectrum_matched,retimed_d100,1,freq,0,14,1,0.81025
spectrum_matched,retimed_d100,1,freq,0,15,1,0.79554
spectrum_matched,retimed_d100,1,freq,0,16,1,0.78066
spectrum_matched,retimed_d100,1,freq,0,17,1,0.76562
spectrum_matched,retimed_d100,1,freq,0,18,1,0.75044
spectrum_matched,retimed_d100,1,freq,0,19,1,0.73509
spectrum_matched,retimed_d100,1,freq,0,20,1,0.71958
spectrum_matched,retimed_d100,1,freq,0,21,1,0.70393
spectrum_matched,retimed_d100,1,freq,0,22,1,0.6881
spectrum_matched,retimed_d100,1,freq,0,23,1,0.67215
spectrum_matched,retimed_d100,1,freq,0,24,1,0.656
spectrum_matched,retimed_d100,1,freq,0,25,1,0.63972
spectrum_matched,retimed_d100,1,freq,0,26,1,0.62328
spectrum_matched,retimed_d100,1,freq,0,27,1,0.60668
spectrum_matched,retimed_d100,1,freq,0,28,1,0.58992
spectrum_matched,retimed_d100,1,freq,0,29,1,0.57301
spectrum_matched,retimed_d100,1,freq,0,30,1,0.55594
spectrum_matched,retimed_d100,1,freq,0,31,1,0.53871
spectrum_matched,retimed_d100,1,freq,0,32,1,0.52133
spectrum_matched,retimed_d100,1,freq,0,33,1,0.50378
spectrum_matched,retimed_d100,1,freq,0,34,1,0.48608
spectrum_matched,retimed_d100,1,freq,0,35,1,0.46822
spectrum_matched,retimed_d100,1,freq,0,36,1,0.4502
spectrum_matched,retimed_d100,1,freq,0,37,1,0.43204
spectrum_matched,retimed_d100,1,freq,0,38,1,0.4137
spectrum_matched,retimed_d100,1,freq,0,39,1,0.39524
spectrum_matched,retimed_d100,1,freq,0,40,1,0.37659
spectrum_matched,retimed_d100,1,freq,0,41,1,0.35778
spectrum_matched,retimed_d100,1,freq,0,42,1,0.33883
spectrum_matched,retimed_d100,1,freq,0,43,1,0.31972
spectrum_matched,retimed_d100,1,freq,0,44,1,0.30045
spectrum_matched,retimed_d100,1,freq,0,45,1,0.28102
spectrum_matched,retimed_d100,1,freq,0,46,1,0.26143
spectrum_matched,retimed_d100,1,freq,0,47,1,0.2417
spectrum_matched,retimed_d100,1,freq,0,48,1,0.22179
spectrum_matched,retimed_d100,1,freq,0,49,1,0.20175
spectrum_matched,retimed_d100,1,freq,0,50,1,0.18152
spectrum_matched,retimed_d100,1,freq,0,51,1,0.16116
spectrum_matched,retimed_d100,1,freq,0,52,1,0.14063
spectrum_matched,retimed_d100,1,freq,0,53,1,0.11994
spectrum_matched,retimed_d100,1,freq,0,54,1,0.0991
spectrum_matched,retimed_d100,1,freq,0,55,1,0.07812
spectrum_matched,retimed_d100,1,freq,0,56,1,0.05694
spectrum_matched,retimed_d100,1,freq,0,57,1,0.03564
spectrum_matched,retimed_d100,1,freq,0,58,1,0.01417
spectrum_matched,retimed_d100,1,freq,0,59,1,-0.00745
spectrum_matched,retimed_d100,1,freq,0,60,1,-0.02924
spectrum_matched,retimed_d100,1,freq,0,61,1,-0.05118
spectrum_matched,retimed_d100,1,freq,0,62,1,-0.07326
spectrum_matched,retimed_d100,1,freq,0,63,1,-0.09552
spectrum_matched,retimed_d100,1,freq,0,64,1,-0.11793
spectrum_matched,retimed_d100,1,freq,0,65,1,-0.14049
spectrum_matched,retimed_d100,1,freq,0,66,1,-0.16321
spectrum_matched,retimed_d100,1,freq,0,67,1,-0.18609
spectrum_matched,retimed_d100,1,freq,0,68,1,-0.20912
spectrum_matched,retimed_d100,1,freq,0,69,1,-0.23231
spectrum_matched,retimed_d100,1,freq,0,70,1,-0.25565
spectrum_matched,retimed_d100,1,freq,0,71,1,-0.27915
spectrum_matched,retimed_d100,1,freq,0,72,1,-0.30281
spectrum_matched,retimed_d100,1,freq,0,73,1,-0.32662
spectrum_matched,retimed_d100,1,freq,0,74,1,-0.35059
spectrum_matched,retimed_d100,1,freq,0,75,1,-0.37471
spectrum_matched,retimed_d100,1,freq,0,76,1,-0.39899
spectrum_matched,retimed_d100,1,freq,0,77,1,-0.42342
spectrum_matched,retimed_d100,1,freq,0,78,1,-0.44802
spectrum_matched,retimed_d100,1,freq,0,79,1,-0.47276
spectrum_matched,retimed_d100,1,freq,0,80,1,-0.49766
spectrum_matched,retimed_d100,1,freq,0,81,1,-0.52272
spectrum_matched,retimed_d100,1,freq,0,82,1,-0.54792
spectrum_matched,retimed_d100,1,freq,0,83,1,-0.57329
spectrum_matched,retimed_d100,1,freq,0,84,1,-0.5988
spectrum_matched,retimed_d100,1,freq,0,85,1,-0.62448
spectrum_matched,retimed_d100,1,freq,0,86,1,-0.6503
spectrum_matched,retimed_d100,1,freq,0,87,1,-0.67628
spectrum_matched,retimed_d100,1,freq,0,88,1,-0.70241
spectrum_matched,retimed_d100,1,freq,0,89,1,-0.7287
spectrum_matched,retimed_d100,1,freq,0,90,1,-0.75514
spectrum_matched,retimed_d100,1,freq,0,91,1,-0.78174
spectrum_matched,retimed_d100,1,freq,0,92,1,-0.80849
spectrum_matched,retimed_d100,1,freq,0,93,1,-0.83539
spectrum_matched,retimed_d100,1,freq,0,94,1,-0.86244
spectrum_matched,retimed_d100,1,freq,0,95,1,-0.88965
spectrum_matched,retimed_d100,1,freq,0,96,1,-0.91701
spectrum_matched,retimed_d100,1,freq,0,97,1,-0.94452
spectrum_matched,retimed_d100,1,freq,0,98,1,-0.97218
spectrum_matched,retimed_d100,1,freq,0,99,1,-1.0
spectrum_matched,retimed_d100,1,freq,1,0,1,1.0
spectrum_matched,retimed_d100,1,freq,1,1,1,0.93338
spectrum_matched,retimed_d100,1,freq,1,2,1,0.86798
spectrum_matched,retimed_d100,1,freq,1,3,1,0.80369
spectrum_matched,retimed_d100,1,freq,1,4,1,0.74058
spectrum_matched,retimed_d100,1,freq,1,5,1,0.67829
spectrum_matched,retimed_d100,1,freq,1,6,1,0.61733
spectrum_matched,retimed_d100,1,freq,1,7,1,0.55742
spectrum_matched,retimed_d100,1,freq,1,8,1,0.49862
spectrum_matched,retimed_d100,1,freq,1,9,1,0.44074
spectrum_matched,retimed_d100,1,freq,1,10,1,0.38414
spectrum_matched,retimed_d100,1,freq,1,11,1,0.3288
spectrum_matched,retimed_d100,1,freq,1,12,1,0.27437
spectrum_matched,retimed_d100,1,freq,1,13,1,0.22096
spectrum_matched,retimed_d100,1,freq,1,14,1,0.16883
spectrum_matched,retimed_d100,1,freq,1,15,1,0.11772
spectrum_matched,retimed_d100,1,freq,1,16,1,0.0679
spectrum_matched,retimed_d100,1,freq,1,17,1,0.01903
spectrum_matched,retimed_d100,1,freq,1,18,1,-0.02871
spectrum_matched,retimed_d100,1,freq,1,19,1,-0.07514
spectrum_matched,retimed_d100,1,freq,1,20,1,-0.12056
spectrum_matched,retimed_d100,1,freq,1,21,1,-0.16504
spectrum_matched,retimed_d100,1,freq,1,22,1,-0.20819
spectrum_matched,retimed_d100,1,freq,1,23,1,-0.25029
spectrum_matched,retimed_d100,1,freq,1,24,1,-0.29126
spectrum_matched,retimed_d100,1,freq,1,25,1,-0.33099
spectrum_matched,retimed_d100,1,freq,1,26,1,-0.36968
spectrum_matched,retimed_d100,1,freq,1,27,1,-0.40716
spectrum_matched,retimed_d100,1,freq,1,28,1,-0.44338
spectrum_matched,retimed_d100,1,freq,1,29,1,-0.47871
spectrum_matched,retimed_d100,1,freq,1,30,1,-0.51309
spectrum_matched,retimed_d100,1,freq,1,31,1,-0.54584
spectrum_matched,retimed_d100,1,freq,1,32,1,-0.57779
spectrum_matched,retimed_d100,1,freq,1,33,1,-0.60839
spectrum_matched,retimed_d100,1,freq,1,34,1,-0.63789
spectrum_matched,retimed_d100,1,freq,1,35,1,-0.66631
spectrum_matched,retimed_d100,1,freq,1,36,1,-0.69352
spectrum_matched,retimed_d100,1,freq,1,37,1,-0.71952
spectrum_matched,retimed_d100,1,freq,1,38,1,-0.74467
spectrum_matched,retimed_d100,1,freq,1,39,1,-0.76846
spectrum_matched,retimed_d100,1,freq,1,40,1,-0.79098
spectrum_matched,retimed_d100,1,freq,1,41,1,-0.81255
spectrum_matched,retimed_d100,1,freq,1,42,1,-0.83295
